,P(IPO),P(H),P(L),P(1Day),C1,C2,C3,C4,C5,C6,C7,T1,T2,T3,T4,T5,S1,S2,S3
265,20.0,18.0,16.0,26.1100006103516,155.0,1.0,-0.57,0.008862654741110487,41028033.27999974,35000000.0,-0.10112124965970047,653.0,16101.0,-0.049023610733000544,393.0,920.0,111.0,118.0,170.0
266,17.0,18.0,16.0,0.0,108.0,1.0,0.23,-0.0063522437519568905,8128754.939999973,7500000.0,127.147,759.0,-0.0012069263128718088,-0.0006352243751956889,397.0,959.0,85.0,228.0,173.0
267,9.0,11.0,8.0,11.5,214.0,0.0,1.7889040247678045,0.05204084997257084,7112884.539999995,7000000.0,500.45996229508165,688.0,0.04215308847778239,0.04683676497531376,502.0,1066.0,133.0,205.0,231.0
268,18.0,15.481190476190477,13.515044642857143,25.93476614935861,149.72878787878787,0.8590909090909091,1.7889040247678045,0.007282201411438542,7418541.549999982,7000000.0,500.45996229508165,631.0,0.6972472546318097,0.773910038322962,451.0,976.0,71.0,252.0,155.0
269,13.0,16.0,14.0,13.0799999237061,78.0,0.0,0.18,0.05699491838087051,4644364.319999998,4600000.0,189.426,409.0,0.04616588388850511,0.051295426542783455,275.0,483.0,58.0,78.0,111.0
270,9.0,13.0,9.0,10.0,85.0,0.0,-11.62,0.013148883711569307,3825382.959999995,3700000.0,-2.2077999999999998,212.0,5549.0,-1.1619999999999997,121.0,350.0,27.0,59.0,104.0
271,14.5,15.0,13.0,12.8999996185303,111.0,1.0,-12.34,-0.023438007501532746,5591927.529999992,5400000.0,-2.363584786076241,194.0,4711.0,-1.2550942067513793,100.0,321.0,29.0,50.0,107.0
272,11.5,14.5,12.5,15.1800003051758,89.0,1.0,0.08,-0.014063666503357754,5170600.149999992,5000000.0,39.505,543.0,12153.0,0.07059363334966423,282.0,0.06212790336436204,44.0,177.0,112.0
273,10.0,13.0,11.0,13.0,202.0,1.0,1.18,0.04916280160245258,6878466.169999991,6666667.0,89.839,368.0,9715.0,0.9049162801602453,239.0,0.819340932304466,95.0,74.0,106.0
274,17.0,16.0,14.0,25.3500003814697,91.0,1.0,-0.24,0.0020075989510756733,5106192.899999995,5000000.0,24.018,408.0,11031.0,-0.022193160944031887,264.0,-0.04397384484962869,63.0,125.0,129.0
275,30.0,30.0,27.0,31.0200004577637,78.0,1.0,2.83,-0.027255578755985905,130090050.99999984,126200000.0,30683.0,419.0,0.8048214400363627,0.8972744421244014,266.0,539.0,54.0,288.0,133.0
276,11.5,12.5,10.5,14.1899995803833,267.0,1.0,0.68,-0.032710695501986374,1999342.8999999964,1914000.0,89.734,255.0,0.5445849678546227,0.6087289304498015,154.0,304.0,30.0,61.0,66.0
277,18.0,17.0,15.0,23.1000003814697,109.0,1.0,1.7889040247678045,-0.0038625301630184003,11192420.15999999,10937500.0,600.21,628.0,0.8092661192690266,0.8996137469836982,302.0,615.0,72.0,153.0,121.0
278,5.5,8.0,6.0,5.51999998092651,89.0,1.0,-1.75,-0.00860636833200647,3560337.6399999973,3500000.0,3.25,279.0,-0.33947115834892516,-0.1827457314988058,137.0,299.0,17.0,50.0,65.0
279,20.0,20.0,18.0,0.0,111.0,1.0,1.7889040247678045,0.007191348327184309,9410428.49999999,9200000.0,500.45996229508165,494.0,0.005824992145019291,0.006472213494465879,297.0,603.0,49.0,103.0,135.0
280,13.0,17.0,15.0,14.5500001907349,93.0,1.0,0.69,0.036830796877746964,9603665.99999999,9375000.0,0.565897851406772,402.0,9827.0,0.6246830796877747,229.0,646.0,63.0,77.0,87.0
281,15.0,17.0,15.0,14.7299995422363,177.0,1.0,0.97,-0.04986259667304091,4443468.979999997,4375000.0,58.097,364.0,0.7762261066321223,0.868013740332696,229.0,448.0,63.0,71.0,99.0
282,17.0,16.0,14.0,19.4500007629395,78.0,1.0,0.52,0.059454155167011566,4733839.84999999,4500000.0,61.671,384.0,9162.0,0.47394541551670116,206.0,0.4324962894817322,54.0,68.0,110.0
283,21.0,18.0,16.0,23.6,98.0,1.0,0.16,-0.01269239188194706,6631038.749999992,6425000.0,43.95,379.0,0.12718844554243006,0.1427307608118053,201.0,441.0,48.0,71.0,103.0
284,12.0,13.0,11.0,121.999969482422,92.0,1.0,-10.4,0.026883961460419603,6393039.319999994,6250000.0,500.45996229508165,257.0,-1.9542239912170598,-1.015804434685622,140.0,363.0,25.0,86.0,89.0
285,12.0,13.0,12.0,12.0,22.0,1.0,0.26,-0.061199507435685606,12185593.429999992,12000000.0,121.703,1028.0,0.19897209358721976,0.22788004925643146,550.0,1181.0,105.0,212.0,203.0
286,3.25,4.0,3.0,25.93476614935861,149.72878787878787,0.8590909090909091,73.262,0.007282201411438542,654588.4599999945,525000.0,73.262,377.0,0.6972472546318097,0.773910038322962,240.0,486.0,45.0,104.0,96.0
287,10.0,13.0,11.0,10.1099996566772,104.0,0.0,-1.86,-0.03995423330689589,5108420.419999995,5000000.0,500.45996229508165,399.0,-0.3857629289785856,-0.22195880997620626,297.0,723.0,49.0,98.0,185.0
288,18.0,16.0,14.0,24.5100002288818,366.0,1.0,0.27,-0.010885933923670295,7006564.599999988,6750000.0,602.749,556.0,0.21663167255450266,0.241911406607633,373.0,646.0,50.0,147.0,85.0
289,10.0,17.0,15.0,10.75,209.0,1.0,10.75,-0.022585781468139894,12691691.699999992,12500000.0,0.8057087015210536,400.0,12453.0,0.8977414218531861,280.0,621.0,53.0,82.0,86.0
290,19.5,18.0,16.0,21.98,115.0,1.0,0.42,-0.014905424266206998,19184895.489999983,18800000.0,856.763,408.0,0.33736796938942065,0.3765094575733793,280.0,649.0,56.0,134.0,116.0
291,15.0,18.0,16.0,15.7200002670288,125.0,1.0,1.53,0.026883961460419603,90558836.91999991,88235000.0,0.902688396146042,719.0,21471.0,0.8151079526774798,472.0,1133.0,90.0,207.0,246.0
292,23.0,23.0,21.0,24.5,79.0,1.0,-1.43,0.009124591224158932,61829546.71999993,60227274.0,-0.13478786789825692,1032.0,27953.0,-0.2643090811084312,677.0,1631.0,189.0,460.0,293.0
293,15.0,16.0,14.0,18.9,153.0,1.0,-0.14,0.024642171573121607,5112859.599999995,5000000.0,110.294,314.0,9689.0,0.008177954415809447,226.0,-0.006639841025771496,30.0,48.0,79.0
294,15.0,17.0,15.0,17.2999992370605,184.0,1.0,-7.71,0.036866889518440776,12692499.99999999,12500000.0,-1.4350378194900626,298.0,7996.0,-0.7378197994334031,200.0,441.0,40.0,66.0,109.0
295,12.0,16.0,14.0,12.25,140.0,1.0,0.22,0.051895160794828976,4752761.319999997,4670000.0,177.218,453.0,0.18806008055101753,0.2031895160794829,261.0,575.0,63.0,73.0,176.0
296,15.0,15.0,13.0,19.3999996185303,37.0,1.0,0.81,-0.03990318894493307,5107334.8299999945,5000000.0,1.805,437.0,13908.0,0.7250096811055068,299.0,0.6485183941004629,111.0,108.0,208.0
297,16.0,19.0,17.0,12.8500003814697,94.0,1.0,-3.81,-0.019999416118981355,5284719.389999988,5000000.0,90.16,712.0,18370.0,-0.3989994745070831,448.0,-0.7400995270563747,71.0,203.0,211.0
298,6.0,6.5,5.5,2.925,139.0,0.0,0.36,0.019074145624490203,2032119.9999999986,2000000.0,65.093,193.0,0.015450057955837064,0.017166731062041182,140.0,167.0,31.0,38.0,62.0
299,12.0,12.0,10.0,129.999969482422,454.0,1.0,-3.6,-0.022858004861799515,6573956.759999993,6400000.0,66.676,1750.0,49056.0,-0.3805722043756195,1058.0,-0.7025149839380576,284.0,944.0,883.0
300,13.0,16.0,14.0,13.0,116.0,1.0,-0.5,0.050248012316791976,11382849.639999984,11000000.0,140.699,795.0,25932.0,-0.004776788914887212,597.0,-0.05429911002339848,182.0,224.0,247.0
301,13.0,13.0,11.0,16.25,132.0,1.0,-0.63,0.039421514193675476,6824250.509999992,6636314.0,25.429,377.0,-0.08776857350312284,-0.027520637225692056,241.0,458.0,40.0,88.0,117.0
302,10.0,14.0,12.0,9.5,112.0,1.0,-0.04,-0.05097464568124585,42133168.0,42676836.31999998,42.674,477.0,14652.0,-0.04109746456812459,341.0,-0.042085182679436714,73.0,123.0,184.0
303,8.0,11.0,9.0,9.5,130.0,1.0,-37.9,0.022092379851270345,6159336.329999994,6000000.0,2.974,320.0,8590.0,-3.7701168581338558,200.0,-7.183105172320469,46.0,61.0,91.0
304,8.0,10.0,8.0,7.65,112.0,0.0,0.03,0.039048477802826755,2780927.359999999,2750000.0,8.784,232.0,6379.0,0.027,162.0,0.0243,22.0,42.0,65.0
305,8.0,12.0,10.0,8.0,119.0,1.0,2.23,-0.06729617762554349,6357678.969999985,6000000.0,84.804,382.0,9800.0,0.8932703822374457,240.0,0.7972137262511468,62.0,79.0,127.0
306,7.0,12.0,10.0,7.21999979019165,93.0,1.0,-54.19,0.018783088263761943,5124956.099999994,5000000.0,1.096,249.0,6457.0,-5.402095220562613,137.0,-10.28088569850635,40.0,58.0,94.0
307,19.0,17.0,15.0,24.0,155.0,1.0,-0.87,0.07023428379468515,7747395.4699999895,7500000.0,136.136,624.0,-0.10841023012630499,-0.023789144584783345,379.0,724.0,58.0,111.0,131.0
308,7.5,8.5,7.0,8.89999961853027,506.0,1.0,0.19,0.01545098227966197,10693226.86999997,10000000.0,79.556,423.0,0.1568356866331358,0.1725450982279662,297.0,758.0,79.0,80.0,125.0
309,9.0,9.0,8.0,10.4499998092651,98.0,1.0,0.11,0.019726890475323992,10924243.189999986,10590000.0,76.87,385.0,0.09284810919031156,0.1009726890475324,225.0,398.0,37.0,35.0,82.0
310,7.0,9.0,7.0,6.80000019073486,121.0,1.0,1.7889040247678045,-0.004257339854812438,5118973.879999994,5000000.0,500.45996229508165,330.0,0.8091911054275855,0.8995742660145187,198.0,504.0,69.0,69.0,142.0
311,14.0,11.0,9.0,18.6700000762939,181.0,1.0,2.34,0.026413281152117093,7517101.749999978,7000000.0,92.83,284.0,0.8150185234189022,0.9026413281152117,172.0,319.0,21.0,55.0,52.0
312,16.0,17.0,15.0,20.4799995422363,147.0,1.0,-0.06,-0.0928793314420471,5296118.089999996,5200000.0,190.002,366.0,10413.0,-0.06328793314420471,247.0,-0.06624707297398895,37.0,120.0,99.0
313,8.0,12.0,10.0,7.67000007629395,286.0,0.0,3.04,-0.001710114517104365,2635682.2699999996,2625000.0,6.154,267.0,-0.0003249217582498293,-0.00017101145171043646,186.0,418.0,47.0,53.0,85.0
314,16.5,15.5,13.5,25.6000003814697,124.0,1.0,0.12,-0.014063666503357754,9338802.669999987,9000000.0,96.385,454.0,0.09452790336436202,0.10659363334966422,259.0,547.0,69.0,108.0,121.0
315,12.0,12.0,10.0,15.3000001907349,148.0,1.0,0.3,0.0502573584765036,6972488.489999993,6800000.0,58.852,487.0,12754.0,0.2750257358476504,308.0,0.2525488981105357,87.0,148.0,186.0
316,12.0,13.0,12.0,12.0699996948242,106.0,1.0,0.49,-0.0063522437519568905,8811400.109999996,8695652.0,535.328,546.0,0.3956930736871282,0.4403647756248043,291.0,632.0,119.0,181.0,135.0
317,32.0,29.0,27.0,50.4000015258789,124.0,1.0,0.4,0.017209259248019117,30448431.23999998,30000000.0,213.459,456.0,0.32726975925712365,0.36172092592480193,297.0,618.0,64.0,133.0,137.0
318,16.0,16.0,14.0,21.0200004577637,157.0,1.0,-0.38,0.06699643578439202,5096907.789999995,5000000.0,115.813,364.0,8513.0,0.022296792205952827,184.0,-0.01793288701464245,34.0,76.0,71.0
319,11.25,16.0,14.0,11.6499996185303,75.0,1.0,-0.75,-0.04314028032826046,17449129.21999997,16666667.0,36.102,663.0,20531.0,-0.11382625229543439,482.0,-0.17744362706589095,199.0,146.0,389.0
320,13.0,12.0,11.0,23.1000003814697,105.0,1.0,-0.32,-0.0063156046994000984,8871431.869999977,8350000.0,21.083,502.0,-0.06591563980651408,-0.03768404422946008,315.0,638.0,45.0,80.0,138.0
321,23.0,21.0,19.0,8.80000019073486,119.0,1.0,0.03,0.04375023099197926,12707177.52999999,12500000.0,126.449,494.0,13603.0,0.04237520789278133,321.0,0.0411376871035032,32.0,89.0,121.0
322,6.0,11.0,9.0,6.75,155.0,1.0,-0.26,0.033730030956829714,7724452.26999999,7500000.0,33.718,397.0,9988.0,0.004357027861146747,246.0,-0.02207867492496792,45.0,81.0,127.0
323,14.0,13.0,11.0,18.69,168.0,0.0,3.15,0.0928958048742471,2895971.389999996,2800000.0,45.494,463.0,0.07524560194814016,0.0836062243868224,286.0,515.0,28.0,126.0,116.0
324,19.0,20.0,18.0,20.7999992370605,223.0,1.0,0.63,0.047434548648868174,19228742.819999993,19111213.0,205.509,469.0,0.519312564243285,0.5717434548648869,295.0,589.0,58.0,120.0,152.0
325,10.0,13.0,11.0,9.0,196.0,1.0,-2.96,-0.0215517750235283,17909171.099999987,17600000.0,-0.5798569377690578,432.0,12603.0,-0.3153965975211754,278.0,550.0,87.0,124.0,106.0
326,12.0,17.0,15.0,12.0299997329712,88.0,1.0,-1.64,0.013508915272795578,26068536.599999953,25000000.0,-0.3006577786290355,339.0,8847.0,-0.15184197625448392,221.0,481.0,56.0,156.0,116.0
327,13.0,15.0,13.0,15.1999998092651,133.0,1.0,0.68,-0.08287206810309786,7402098.699999989,7150000.0,107.153,443.0,0.5350543070604115,0.6037127931896903,277.0,546.0,70.0,119.0,126.0
328,30.0,29.0,27.0,40.4000015258789,55.0,1.0,1.03,-0.02685481572551105,18468135.14999998,18000000.0,763.836,515.0,0.8048975850121529,0.8973145184274489,265.0,537.0,68.0,121.0,147.0
329,10.0,12.0,10.0,11.3800001144409,106.0,0.0,-0.09,0.05849216094127141,9246868.379999993,9100000.0,39.037,441.0,11034.0,-0.008999999999999998,254.0,-0.017099999999999997,50.0,82.0,140.0
330,13.837666174298375,15.481190476190477,13.515044642857143,25.93476614935861,149.72878787878787,0.8590909090909091,1.7889040247678045,0.007282201411438542,12784619.88044377,12415194.229289941,500.45996229508165,246.0,527.0,0.773910038322962,355.0,0.6972472546318097,64.0,48.0,123.0
331,15.0,21.0,19.0,15.0,74.0,1.0,-0.45,-0.017748889853808732,10291331.339999987,10000000.0,500.45996229508165,514.0,-0.09987660078158506,-0.06097400086842785,298.0,795.0,69.0,90.0,170.0
332,8.0,0.0,8.0,7.92999982833862,309.0,0.0,-0.7,0.040619988496656566,2198317.909999994,2062500.0,0.223,341.0,-0.13299999999999995,-0.06999999999999998,218.0,519.0,55.0,119.0,102.0
333,9.0,14.0,12.0,9.38000011444092,78.0,1.0,-52.2,-0.015498481665338357,6167751.169999993,6000000.0,141.866,528.0,-9.930553770148922,-5.2339486334988035,273.0,576.0,51.0,76.0,92.0
334,7.0,10.0,8.0,10.3000001907349,84.0,0.0,-0.9,-0.0011741145629854926,5178075.559999992,5000000.0,1.933,224.0,5163.0,-0.09105670310668693,123.0,-0.1719510327960182,19.0,34.0,78.0
335,12.0,16.0,14.0,12.0500001907349,73.0,0.0,-0.31,0.0009176316515647274,5116945.129999994,5000000.0,46.301,443.0,11501.0,-0.030999999999999993,279.0,-0.05889999999999999,52.0,98.0,136.0
336,11.0,11.0,10.0,12.6999998092651,74.0,0.0,0.05,-0.017173041723842902,2527965.2999999984,2500000.0,25.05,371.0,-0.0032628779275301507,-0.0017173041723842898,180.0,450.0,56.0,67.0,111.0
337,20.0,19.0,17.0,24.2000007629395,13.0,1.0,0.21,0.034906080221913875,48635928.67999994,47200000.0,508.099,383.0,0.17673215524216365,0.1924906080221914,307.0,490.0,67.0,92.0,110.0
338,13.5,18.0,16.0,13.5100002288818,77.0,1.0,0.96,0.016630012089519853,10488267.959999992,10294118.0,0.7807597022970089,484.0,12204.0,0.865663001208952,284.0,574.0,117.0,155.0,154.0
339,14.0,14.0,12.0,13.1000003814697,84.0,1.0,0.62,0.04014120345032836,6214150.819999991,6000000.0,84.456,380.0,0.5098268286555624,0.5620141203450328,184.0,416.0,41.0,51.0,115.0
340,9.0,11.0,9.0,103.999969482422,168.0,0.0,-2.4,0.021412189133903532,4764904.029999995,4650000.0,19.099,376.0,8584.0,-0.23999999999999994,207.0,-0.45599999999999985,40.0,64.0,128.0
341,14.0,14.0,12.0,17.1000003814697,195.0,0.0,0.77,0.014065941863343081,4917918.699999995,4800000.0,122.98,525.0,0.011393412909307897,0.012659347677008773,299.0,631.0,39.0,101.0,123.0
342,11.0,11.5,9.5,13.3000001907349,94.0,0.0,0.34,0.030329681116254243,4483649.999999996,4400000.0,59.021,346.0,0.02456704170416594,0.02729671300462882,205.0,415.0,27.0,52.0,128.0
343,13.5,15.5,13.5,13.5299997329712,20.0,0.0,0.44,0.0038437446821914974,2164949.999999997,2100000.0,19.765,384.0,9849.0,0.003459370213972348,252.0,0.003113433192575113,61.0,86.0,132.0
344,20.0,21.0,19.0,20.1700000762939,86.0,1.0,0.6,-0.00125381499758911,4207109.849999991,4000000.0,261.275,428.0,11456.0,0.5398746185002411,249.0,0.48576177515045804,55.0,75.0,111.0
345,15.0,14.0,12.0,22.1800003051758,78.0,1.0,-0.05,0.002046754742247154,16634335.869999973,16000000.0,64.343,422.0,14422.0,-0.003157920731977561,282.0,-0.007842128658779804,61.0,145.0,165.0
346,7.0,10.0,8.0,6.19999980926514,177.0,1.0,0.0,0.028767031227218878,5597720.639999996,5500000.0,30.727,500.0,0.023301295294047293,0.02589032810449699,277.0,556.0,61.0,151.0,149.0
347,45.0,45.0,42.0,94.25,112.0,1.0,0.16,-0.017276777870284775,8706586.269999962,7840000.0,243.099,562.0,14212.0,0.14227232221297154,350.0,0.1263174122046459,119.0,76.0,156.0
348,9.0,11.5,9.5,8.35999965667725,36.0,1.0,-0.5,0.001083693052800594,16406083.62999997,15700000.0,193.949,694.0,-0.0941222086272315,-0.04902467625247946,511.0,997.0,111.0,213.0,219.0
349,16.0,16.0,14.0,20.0200004577637,537.0,1.0,-0.25,-0.0072171868490296534,6813833.339999993,6666667.0,51.723,643.0,-0.053345921347714015,-0.03149546816412668,436.0,849.0,70.0,108.0,169.0
350,17.0,20.0,18.0,18.1000003814697,113.0,1.0,0.77,0.034906080221913875,18574999.999999955,17500000.0,242.004,609.0,0.6303321552421637,0.6964906080221914,412.0,825.0,112.0,206.0,257.0
351,13.0,20.0,18.0,12.54,164.0,1.0,0.4,-0.01910244342436604,15700192.309999969,15000000.0,146.047,369.0,11485.0,0.35808975565756346,270.0,0.3203705357493705,52.0,138.0,126.0
352,10.0,11.0,9.0,12.289999961853,101.0,1.0,0.22,-0.011441967183758967,7883783.919999992,7687362.0,89.415,576.0,13753.0,0.1968558032816241,314.0,0.17602602623508581,47.0,53.0,179.0
353,18.5,19.0,17.0,21.0,103.0,1.0,0.85,0.006311125847511249,10133091.419999989,9900000.0,256.942,385.0,0.6896991139110271,0.7656311125847511,231.0,441.0,29.0,45.0,80.0
354,18.0,17.0,15.0,14.99,90.0,1.0,0.01,-0.039757110614729606,18693167.27999998,18200000.0,84.129,622.0,0.0005461489832013786,0.005024288938527042,412.0,838.0,96.0,152.0,165.0
355,6.0,8.0,6.0,6.0,112.0,0.0,-0.2,-0.02246402239096419,3562343.2599999974,3500000.0,16.454,327.0,9763.0,-0.04021762015186777,241.0,-0.056195858136680994,64.0,53.0,98.0
356,29.0,26.0,24.0,46.560001373291,103.0,1.0,54.6,0.043563710607244475,27077321.38999986,23809524.0,691.754,470.0,0.8182771050153764,0.9043563710607244,328.0,634.0,64.0,112.0,164.0
357,4.0,6.0,5.0,25.93476614935861,149.72878787878787,0.8590909090909091,21.612,0.007282201411438542,2611437.499999995,2500000.0,21.612,373.0,0.6972472546318097,0.773910038322962,236.0,483.0,54.0,64.0,170.0
358,39.0,43.0,40.0,4.59999990463257,252.0,1.0,0.267,-0.06045497970471485,61655881.32999999,61520912.0,0.23425450202952852,505.0,11840.0,0.2047835538561042,265.0,788.0,78.0,109.0,123.0
359,7.0,10.0,8.0,6.03999996185303,265.0,1.0,-0.86,0.04752158094846331,15080962.539999966,14300000.0,34.215,553.0,16635.0,-0.043230577146383,376.0,-0.12490751943174469,138.0,128.0,273.0
360,10.0,11.0,10.0,9.18000030517578,148.0,1.0,-1.12,-0.0008063218195906665,5233382.839999994,5100000.0,0.771,388.0,11047.0,-0.11272568963763159,259.0,-0.2134531206738684,52.0,100.0,105.0
361,14.0,20.0,16.0,14.0,38.0,1.0,0.12,0.027323200181012516,18136857.32999994,16666667.0,514.96,501.0,0.10239140803439238,0.11073232001810125,393.0,806.0,120.0,99.0,154.0
362,12.0,16.0,14.0,13.3500003814697,109.0,1.0,-1.34,0.04162781832796953,5142724.089999993,5000000.0,500.45996229508165,293.0,-0.22088146715434465,-0.0965349635048274,171.0,465.0,46.0,58.0,104.0
363,17.0,18.0,16.0,20.8999996185303,113.0,1.0,3.45,-0.04986259667304091,12325627.619999982,11916626.0,224.338,578.0,0.8005261066321223,0.895013740332696,355.0,690.0,60.0,183.0,130.0
364,6.0,8.0,6.0,0.0,85.0,0.0,-0.95,0.007191348327184309,4117049.519999995,4000000.0,130.0,235.0,-0.18049999999999994,-0.09499999999999997,132.0,284.0,27.0,66.0,63.0
365,14.0,14.0,12.0,93.1200256347656,119.0,1.0,-2.56,0.012849097356874246,6925944.299999995,6800000.0,2.781,331.0,8576.0,-0.24443581237881312,207.0,-0.47599223114093175,76.0,92.0,111.0
366,7.0,13.0,11.0,6.66,134.0,1.0,-23.84,0.04014120345032836,5128657.149999994,5000000.0,9.124,221.0,5786.0,-2.347872916894704,129.0,-4.497085625205234,51.0,34.0,71.0
367,14.0,17.0,15.0,12.85,104.0,1.0,-0.35,0.04110381750255497,28656249.999999978,28125000.0,7.093,376.0,10252.0,0.0019934357522994883,255.0,-0.03320590782293045,57.0,109.0,140.0
368,16.0,16.0,14.0,20.5,111.0,1.0,0.21,0.048222318623155534,13595616.749999987,13300000.0,144.235,820.0,18925.0,0.19382223186231556,432.0,0.17926224053839956,83.0,181.0,214.0
369,11.5,16.0,14.0,11.0,154.0,1.0,0.55,0.038980954497562045,5129015.919999994,5000000.0,65.075,471.0,0.45290638135453687,0.4988980954497563,333.0,604.0,110.0,94.0,176.0
370,14.0,13.0,11.0,8.5,150.0,1.0,0.115,-0.029923216657979465,6460536.9599999925,6300000.0,140.4,606.0,16041.0,0.10050767833420206,380.0,0.0874645888349839,75.0,162.0,180.0
371,10.0,13.5,11.5,10.0,124.0,1.0,0.58,-0.014063666503357754,4802417.289999995,4700000.0,38.596,800.0,23058.0,0.5205936333496642,527.0,0.46712790336436205,97.0,288.0,189.0
372,8.0,12.0,10.0,9.05,109.0,1.0,0.17,0.00944825402994243,4964474.66999998,4500000.0,417.326,352.0,10898.0,0.15394482540299426,244.0,0.13949516826568906,66.0,131.0,89.0
373,5.0,6.5,5.5,77.09998,147.0,0.0,-2.58,-0.013351642245815755,4065131.639999997,4000000.0,-0.5010148302191106,252.0,5311.0,-0.27001647802123413,128.0,318.0,24.0,47.0,78.0
374,10.0,13.0,11.0,10.25,77.0,1.0,0.02,0.033730030956829714,6166157.139999993,6000000.0,13.118,550.0,17709.0,0.03235702786114674,349.0,0.031121325075032066,86.0,106.0,169.0
375,11.0,14.0,12.0,11.0100002288818,104.0,0.0,-0.83,0.012479814606479392,3354410.2099999953,3250000.0,24.012,295.0,8387.0,-0.08299999999999998,188.0,-0.15769999999999995,46.0,126.0,95.0
376,10.0,14.0,12.0,10.039999961853,71.0,0.0,0.39,0.030198862266011022,5743421.269999993,5566508.0,129.415,423.0,0.02446107843546893,0.02717897603940992,217.0,446.0,55.0,92.0,91.0
377,12.5,16.0,14.0,12.5799999237061,485.0,1.0,0.28,0.0012337806712595888,8877587.779999992,8700000.0,152.268,593.0,0.2270344183275394,0.25212337806712604,367.0,832.0,89.0,153.0,219.0
378,20.0,21.0,19.0,19.8899993896484,110.0,1.0,-0.42,-0.011466887047280744,18154999.999999993,18000000.0,278.593,541.0,-0.08908817850829738,-0.05232019834255266,318.0,576.0,91.0,115.0,128.0
379,14.0,16.0,14.0,14.09,451.0,0.0,-1.11,-0.009227861539718062,5196396.219999991,5000000.0,0.325,501.0,-0.21837456784717163,-0.11930507538574625,333.0,727.0,101.0,80.0,145.0
380,24.0,24.0,21.0,26.4300003051758,54.0,1.0,1.97,0.011375196425691042,30976554.289999958,30000000.0,0.9011375196425692,366.0,10319.0,0.8121612873208814,244.0,510.0,85.0,111.0,99.0
381,12.0,10.0,8.5,15.3999996185303,119.0,1.0,0.19,0.0016242938701320053,6994524.039999984,6619654.0,94.071,446.0,11854.0,0.1711624293870132,293.0,0.15420861583532508,53.0,89.0,110.0
382,17.0,16.0,14.0,20.0,133.0,1.0,0.25,0.016234824406075828,6228999.46999999,6000000.0,48.539,309.0,8062.0,0.2266234824406076,176.0,0.20558461663715444,31.0,88.0,237.0
383,13.0,11.0,9.0,25.0,84.0,1.0,0.0,0.04752158094846331,10846900.379999973,10200000.0,103.678,560.0,16053.0,0.04276942285361698,395.0,0.03849248056825528,70.0,108.0,145.0
384,14.0,15.0,13.0,14.0799999237061,89.0,1.0,-3.63,-0.045963193905305004,6511414.609999988,6250000.0,-0.7269301870632969,206.0,5658.0,-0.40436687451477443,138.0,364.0,19.0,61.0,78.0
385,6.5,9.0,7.0,7.80999994277954,103.0,1.0,-2.56,-0.005204730567745611,5542131.829999992,5350000.0,7.832,190.0,5199.0,-0.260684257510971,118.0,-0.4906158317598739,65.0,27.0,63.0
386,17.5,18.0,16.0,13.3333330154419,184.0,1.0,1.02,-0.002084846074433473,6787988.259999992,6600000.0,0.8096038792458576,251.0,5874.0,0.8997915153925566,136.0,260.0,30.0,28.0,72.0
387,10.0,11.0,10.0,84.02591,147.0,1.0,-6.85,0.011934978076666231,6337411.199999986,6000000.0,113.695,540.0,19286.0,-0.6742585197310003,430.0,-1.2918326677579,93.0,296.0,185.0
388,10.0,13.0,11.0,10.1499996185303,199.0,1.0,0.02,0.030198862266011022,5201554.479999991,5000000.0,97.969,463.0,12850.0,0.02917897603940992,316.0,0.028261078435468927,39.0,134.0,165.0
389,13.0,18.0,16.0,149.99997,158.0,1.0,2.5,-0.02226088431474113,24416343.529999983,24000000.0,209.433,411.0,0.8057704319801993,0.8977739115685259,285.0,601.0,54.0,134.0,142.0
390,8.5,9.0,7.0,9.84000015258789,129.0,1.0,-0.2,0.05047290772158079,5711840.179999991,5500000.0,24.204,451.0,0.0028830552544804496,0.02542561694942272,278.0,523.0,43.0,190.0,122.0
391,21.0,23.0,21.0,21.0400009155273,1331.0,1.0,0.34,-0.012649890726914682,23514852.249999966,22727273.0,0.2729965207618863,617.0,19118.0,0.3047350109273086,397.0,923.0,103.0,329.0,269.0
392,14.0,13.0,11.0,16.2600002288818,37.0,1.0,-0.86,0.016999659979245296,7734113.2199999895,7500000.0,59.558,581.0,15022.0,-0.07070030601867922,361.0,-0.1496302754168113,77.0,109.0,193.0
393,17.0,16.0,14.0,17.9,69.0,0.0,0.07,-0.014457302664450278,9531334.999999998,9465000.0,300.69,513.0,15504.0,-0.0014457302664450274,329.0,-0.0027468875062455524,59.0,152.0,158.0
394,12.0,16.0,14.0,11.75,174.0,1.0,-0.19,0.04916280160245258,13747199.259999981,13333334.0,79.244,653.0,20152.0,0.025246521442207327,460.0,0.0037218692979866,112.0,202.0,294.0
395,19.0,19.0,17.0,20.5499992370605,227.0,1.0,-0.02,0.030940585942283706,6392596.839999983,6000000.0,310.295,485.0,16532.0,0.025846527348055336,345.0,0.021261874613249805,102.0,150.0,191.0
396,21.0,20.0,18.0,19.2,690.0,1.0,0.14,0.019538152328012624,11682300.269999988,11426315.0,0.11711224894232244,509.0,14943.0,0.1279538152328013,347.0,641.0,65.0,164.0,126.0
397,14.0,13.0,11.0,18.7000007629395,138.0,1.0,0.14,0.053363823247533915,6683770.21999999,6444100.0,51.35,349.0,9967.0,0.13133638232475342,234.0,0.12353912641703148,61.0,89.0,136.0
