,C1,C3,C4,C5,C6,C7,T1,T2,T3,T4,T5,S1,S2,S3,C5p,C2,C3p
326,88.0,-1.64,0.013508915272795578,95288875.75,22329369.875,662.1277499999999,339.0,8847.0,8067.0,221.0,481.0,56.0,156.0,116.0,5.274146400000001,1.0,1
327,133.0,0.68,-0.07978998452796494,32359870.0,7150000.0,107.15299999999999,443.0,11492.0,10055.0,277.0,546.0,70.0,119.0,126.0,4.5258559440559445,1.0,0
328,55.0,1.03,-0.02685481572551105,64813515.0,18000000.0,662.1277499999999,515.0,11902.0,10394.0,265.0,537.0,68.0,121.0,147.0,3.600750833333333,1.0,0
329,106.0,-0.09,0.05849216094127141,23786838.0,9100000.0,39.037,441.0,11034.0,10178.0,254.0,613.0,50.0,82.0,140.0,2.6139382417582415,0.0,1
330,107.0,0.01,0.00912459122415893,27400178.0,7398703.5,103.833,246.0,527.0,9046.0,355.0,1292.875,64.0,48.0,123.0,3.70337559817068,1.0,0
331,74.0,-0.45,-0.017748889853808732,39133134.0,10000000.0,103.833,514.0,12918.0,11924.0,298.0,795.0,69.0,90.0,170.0,3.9133134,1.0,1
332,254.375,-0.7,0.040619988496656566,15644291.0,2062500.0,0.223,341.0,9314.0,8647.0,218.0,519.0,55.0,119.0,102.0,7.585110787878787,0.0,1
333,78.0,-2.535,-0.015498481665338357,22775117.0,6000000.0,141.866,528.0,11552.0,10070.0,273.0,576.0,51.0,76.0,92.0,3.7958528333333335,1.0,1
334,84.0,-0.9,-0.0011741145629854926,22807556.0,5000000.0,1.933,224.0,5163.0,4730.0,123.0,315.0,19.0,34.0,78.0,4.5615112,0.0,1
335,73.0,-0.31,0.0009176316515647273,16694513.0,5000000.0,46.301,443.0,11501.0,10273.0,279.0,654.0,52.0,98.0,136.0,3.3389026,0.0,1
336,74.0,0.05,-0.017173041723842902,5296530.0,2500000.0,25.05,371.0,8284.0,7539.0,180.0,450.0,56.0,67.0,111.0,2.1186119999999997,0.0,0
337,13.0,0.21,0.034906080221913875,95288875.75,22329369.875,508.099,383.0,14009.0,11364.0,307.0,490.0,67.0,92.0,110.0,4.042221779661017,1.0,0
338,77.0,0.96,0.016630012089519853,29709114.0,10294118.0,662.1277499999999,484.0,12204.0,10857.0,284.0,574.0,117.0,155.0,154.0,2.886028118193322,1.0,0
339,84.0,0.62,0.040141203450328365,27415082.0,6000000.0,84.456,380.0,8106.0,7248.0,184.0,416.0,41.0,51.0,115.0,4.569180333333334,1.0,0
340,168.0,-2.4,0.02141218913390353,16140403.0,4650000.0,19.099,376.0,8584.0,7713.0,207.0,605.0,40.0,64.0,128.0,3.4710544086021504,0.0,1
341,195.0,0.77,0.01406594186334308,16591870.0,4800000.0,122.98,525.0,12623.0,11114.0,299.0,631.0,39.0,101.0,123.0,3.456639583333333,0.0,0
342,94.0,0.34,0.030329681116254243,12765000.0,4400000.0,59.021,346.0,9074.0,7890.0,205.0,415.0,27.0,52.0,128.0,2.901136363636364,0.0,0
343,20.0,0.44,0.003843744682191498,8595000.0,2100000.0,19.765,384.0,9849.0,8738.0,252.0,624.0,61.0,86.0,132.0,4.092857142857143,0.0,0
344,86.0,0.6,-0.0012538149975891099,24710985.0,4000000.0,261.275,428.0,11456.0,10163.0,249.0,647.0,55.0,75.0,111.0,6.17774625,1.0,0
345,78.0,-0.05,0.002046754742247154,79433587.0,16000000.0,64.343,422.0,14422.0,12311.0,282.0,641.0,61.0,145.0,165.0,4.9645991875,1.0,1
346,177.0,0.0,0.02876703122721888,15272064.0,5500000.0,30.726999999999997,500.0,11490.0,10438.0,277.0,556.0,61.0,151.0,149.0,2.776738909090909,1.0,0
347,112.0,0.16,-0.017276777870284775,94498627.0,7840000.0,243.09900000000002,562.0,14212.0,13015.0,350.0,821.0,119.0,76.0,156.0,7.882540768354138,1.0,0
348,36.0,-0.5,0.001083693052800594,86308363.0,15700000.0,193.949,694.0,24245.0,20297.0,511.0,997.0,111.0,213.0,219.0,5.497347961783439,1.0,1
349,254.375,-0.25,-0.0072171868490296534,21383301.0,6666667.0,51.723,643.0,18855.0,16338.0,436.0,849.0,70.0,108.0,169.0,3.2074949896252507,1.0,1
350,113.0,0.77,0.034906080221913875,95288875.75,17500000.0,242.00400000000002,609.0,17711.0,15766.0,412.0,825.0,112.0,206.0,257.0,7.142857142857142,1.0,0
351,164.0,0.4,-0.01910244342436604,85019231.0,15000000.0,146.047,369.0,11485.0,10647.0,270.0,600.0,52.0,138.0,126.0,5.667948733333334,1.0,0
352,101.0,0.22,-0.011441967183758969,27329554.0,7687362.0,89.415,576.0,13753.0,12199.0,314.0,775.0,47.0,53.0,179.0,3.555127753838053,1.0,0
353,103.0,0.85,0.0063111258475112494,33209142.0,9900000.0,256.942,385.0,9769.0,8674.0,231.0,441.0,29.0,45.0,80.0,3.354458787878788,1.0,0
354,90.0,0.01,-0.039757110614729606,67516728.0,18200000.0,84.12899999999999,622.0,20593.0,17579.0,412.0,838.0,96.0,152.0,165.0,3.7097103296703295,1.0,0
355,112.0,-0.2,-0.02246402239096419,9734326.0,3500000.0,16.454,327.0,9763.0,8975.0,241.0,493.0,64.0,53.0,98.0,2.7812360000000003,0.0,1
356,103.0,2.225,0.04356371060724448,95288875.75,22329369.875,662.1277499999999,470.0,14397.0,12765.0,328.0,634.0,64.0,112.0,164.0,7.882540768354138,1.0,0
357,107.0,2.225,0.00912459122415893,13643750.0,2500000.0,21.612,373.0,10261.0,9189.0,236.0,483.0,54.0,64.0,170.0,5.4575,1.0,0
358,252.0,0.267,-0.06045497970471485,75017845.0,22329369.875,662.1277499999999,505.0,11840.0,10824.0,265.0,788.0,78.0,109.0,123.0,1.2193877262417696,1.0,0
359,254.375,-0.86,0.047521580948463316,92396254.0,14300000.0,34.215,553.0,16635.0,15267.0,376.0,1101.0,138.0,128.0,273.0,6.461276503496504,1.0,1
360,148.0,-1.12,-0.0008063218195906665,18438284.0,5100000.0,0.7709999999999999,388.0,11047.0,9875.0,259.0,592.0,52.0,100.0,105.0,3.615349803921569,1.0,1
361,38.0,0.12,0.02732320018101252,95288875.75,16666667.0,514.96,501.0,16095.0,14347.0,393.0,806.0,120.0,99.0,154.0,7.882540768354138,1.0,0
362,109.0,-1.34,0.04162781832796953,19272409.0,5000000.0,103.833,293.0,8098.0,7291.0,171.0,465.0,46.0,58.0,104.0,3.8544818,1.0,1
363,113.0,2.225,-0.04986259667304091,52816788.0,11916626.0,224.338,578.0,14609.0,13049.0,355.0,690.0,60.0,183.0,130.0,4.432193139232531,1.0,0
364,85.0,-0.95,0.007191348327184309,15704952.0,4000000.0,130.0,235.0,5674.0,5085.0,132.0,284.0,27.0,66.0,63.0,3.9262379999999997,0.0,1
365,119.0,-2.535,0.012849097356874246,19394430.0,6800000.0,2.781,331.0,8576.0,7817.0,207.0,595.0,76.0,92.0,111.0,2.8521220588235288,1.0,1
366,134.0,-2.535,0.040141203450328365,17865715.0,5000000.0,9.124,221.0,5786.0,5130.0,129.0,336.0,51.0,34.0,71.0,3.573143,1.0,1
367,104.0,-0.35,0.04110381750255497,81250000.0,22329369.875,7.093,376.0,10252.0,9578.0,255.0,618.0,57.0,109.0,140.0,2.888888888888889,1.0,1
368,111.0,0.21,0.048222318623155534,42861675.0,13300000.0,144.235,820.0,18925.0,16807.0,432.0,1074.0,83.0,181.0,214.0,3.2226823308270682,1.0,0
369,154.0,0.55,0.03898095449756205,17901592.0,5000000.0,65.075,471.0,13152.0,11880.0,333.0,604.0,110.0,94.0,176.0,3.5803184,1.0,0
370,150.0,0.115,-0.02992321665797946,22353696.0,6300000.0,140.4,606.0,16041.0,14425.0,380.0,980.0,75.0,162.0,180.0,3.5482057142857144,1.0,0
371,124.0,0.58,-0.014063666503357755,14941729.0,4700000.0,38.596,800.0,23058.0,20820.0,527.0,1292.875,97.0,244.875,189.0,3.1790912765957446,1.0,0
372,109.0,0.17,0.00944825402994243,50947467.0,4500000.0,417.32599999999996,352.0,10898.0,9710.0,244.0,677.0,66.0,131.0,89.0,7.882540768354138,1.0,0
373,147.0,-2.535,-0.013351642245815757,10513164.0,4000000.0,103.833,252.0,5311.0,4917.0,128.0,318.0,24.0,47.0,78.0,2.628291,0.0,1
374,77.0,0.02,0.03373003095682972,22615714.0,6000000.0,13.118,550.0,17709.0,15021.0,349.0,869.0,86.0,106.0,169.0,3.7692856666666663,1.0,0
375,104.0,-0.83,0.012479814606479392,13691021.0,3250000.0,24.011999999999997,295.0,8387.0,7625.0,188.0,447.0,46.0,126.0,95.0,4.212621846153846,0.0,1
376,71.0,0.39,0.030198862266011026,23257835.0,5566508.0,129.415,423.0,9580.0,8746.0,217.0,446.0,55.0,92.0,91.0,4.178173282064806,0.0,0
377,254.375,0.28,0.0012337806712595886,26458778.0,8700000.0,152.268,593.0,15155.0,13553.0,367.0,832.0,89.0,153.0,219.0,3.0412388505747128,1.0,0
378,110.0,-0.42,-0.011466887047280744,33500000.0,18000000.0,278.593,541.0,13330.0,11790.0,318.0,576.0,91.0,115.0,128.0,1.8611111111111112,1.0,1
379,254.375,-1.11,-0.009227861539718062,24639622.0,5000000.0,0.325,501.0,14149.0,12818.0,333.0,727.0,101.0,80.0,145.0,4.9279244,0.0,1
380,54.0,1.97,0.011375196425691042,95288875.75,22329369.875,662.1277499999999,366.0,10319.0,9273.0,244.0,510.0,85.0,111.0,99.0,4.255180966666667,1.0,0
381,119.0,0.19,0.0016242938701320053,44106658.0,6619654.0,94.071,446.0,11854.0,10912.0,293.0,663.0,53.0,89.0,110.0,6.662985406790143,1.0,0
382,133.0,0.25,0.016234824406075828,28899947.0,6000000.0,48.538999999999994,309.0,8062.0,7131.0,176.0,554.0,31.0,88.0,237.0,4.816657833333333,1.0,0
383,84.0,0.0,0.047521580948463316,74890038.0,10200000.0,103.678,560.0,16053.0,14755.0,395.0,818.0,70.0,108.0,145.0,7.342160588235294,1.0,0
384,89.0,-2.535,-0.045963193905305004,32391461.0,6250000.0,103.833,206.0,5658.0,5113.0,138.0,364.0,19.0,61.0,78.0,5.18263376,1.0,1
385,103.0,-2.535,-0.005204730567745611,24563183.0,5350000.0,7.832000000000001,190.0,5199.0,4746.0,118.0,329.0,65.0,27.0,63.0,4.5912491588785045,1.0,1
386,184.0,1.02,-0.002084846074433473,25398826.0,6600000.0,644.161,251.0,5874.0,5164.0,136.0,260.0,30.0,28.0,72.0,3.84830696969697,1.0,0
387,147.0,-2.535,0.011934978076666231,39741120.0,6000000.0,113.695,540.0,19286.0,16701.0,430.0,1186.0,93.0,244.875,185.0,6.62352,1.0,1
388,199.0,0.02,0.030198862266011026,25155448.0,5000000.0,97.969,463.0,12850.0,11437.0,316.0,780.0,39.0,134.0,165.0,5.0310896,1.0,0
389,158.0,2.225,-0.02226088431474113,65634353.0,22329369.875,209.433,411.0,12072.0,11008.0,285.0,601.0,54.0,134.0,142.0,2.734764708333333,1.0,0
390,129.0,-0.2,0.050472907721580786,26684018.0,5500000.0,24.204,451.0,11117.0,10085.0,278.0,523.0,43.0,190.0,122.0,4.851639636363637,1.0,1
391,254.375,0.34,-0.012649890726914682,95288875.75,22329369.875,662.1277499999999,617.0,19118.0,16414.0,397.0,923.0,103.0,244.875,269.0,4.465348658415817,1.0,0
392,37.0,-0.86,0.016999659979245296,30911322.0,7500000.0,59.558,581.0,15022.0,13793.0,361.0,878.0,77.0,109.0,193.0,4.1215095999999996,1.0,1
393,69.0,0.07,-0.014457302664450278,16098500.0,9465000.0,300.69,513.0,15504.0,13779.0,329.0,690.0,59.0,152.0,158.0,1.7008452192287375,0.0,0
394,174.0,-0.19,0.04916280160245258,54719860.0,13333334.0,79.244,653.0,20152.0,18198.0,460.0,1055.0,112.0,202.0,282.5,4.103989294800535,1.0,1
395,227.0,-0.02,0.030940585942283706,45259684.0,6000000.0,310.295,485.0,16532.0,13908.0,345.0,839.0,102.0,150.0,191.0,7.543280666666668,1.0,1
396,254.375,0.14,0.019538152328012624,37024842.0,11426315.0,662.1277499999999,509.0,14943.0,13025.0,347.0,641.0,65.0,164.0,126.0,3.240313434383701,1.0,0
397,138.0,0.14,0.05336382324753392,30411122.0,6444100.0,51.35,349.0,9967.0,9394.0,234.0,630.0,61.0,89.0,136.0,4.7192194410390895,1.0,0
398,63.0,-2.535,0.013148883711569307,25659470.0,5000000.0,2.343,304.0,7418.0,6550.0,171.0,478.0,38.0,53.0,82.0,5.131894,1.0,1
399,171.0,-0.6,-0.019461930180780088,59510706.0,6200000.0,67.202,423.0,10456.0,9397.0,231.0,521.0,33.0,69.0,88.0,7.882540768354138,1.0,1
400,107.0,0.01,0.00912459122415893,27400178.0,7398703.5,103.833,290.0,8454.0,7137.0,192.0,384.0,45.0,68.0,139.0,3.70337559817068,1.0,0
401,107.0,1.5330000000000001,0.00912459122415893,21137782.0,5000000.0,1.5330000000000001,382.0,9959.0,9215.0,237.0,534.0,73.0,88.0,132.0,4.227556400000001,1.0,0
402,84.0,0.68,-0.03994798366381734,11928946.0,5150000.0,171.253,312.0,8379.0,7580.0,215.0,435.0,41.0,35.0,143.0,2.3163001941747567,0.0,0
403,118.0,-0.28,0.016234824406075828,93850951.0,22329369.875,219.3,415.0,12173.0,11189.0,259.0,625.0,44.0,91.0,84.0,2.4697618684210525,1.0,1
404,84.0,-2.535,-0.02445763809442177,18877922.0,5775000.0,13.535,465.0,10931.0,9871.0,247.0,570.0,49.0,135.0,114.0,3.2689042424242425,1.0,1
405,110.0,-0.28,-0.009283825646421207,16886928.0,5400000.0,648.447,411.0,10956.0,9806.0,252.0,492.0,66.0,60.0,128.0,3.1272088888888887,1.0,1
406,84.0,-2.47,0.02890979604279873,12487898.0,4000000.0,103.833,260.0,7143.0,6591.0,151.0,420.0,45.0,56.0,97.0,3.1219745,1.0,1
407,37.0,0.16,-0.03730202283411388,21803031.0,7142857.0,264.54400000000004,366.0,10221.0,8964.0,257.0,472.0,48.0,22.0,89.0,3.052424401048488,0.0,0
408,127.0,-2.11,-0.014457302664450278,29809571.0,6300000.0,64.062,587.0,15783.0,14466.0,358.0,871.0,50.0,115.0,183.0,4.731677936507936,1.0,1
409,70.0,2.225,-0.03023471691106464,17341239.0,3740000.0,128.894,197.0,5111.0,4591.0,122.0,241.0,26.0,38.0,73.0,4.6366949197860965,1.0,0
410,107.0,2.225,0.00912459122415893,39646207.0,550000.0,101.04799999999999,451.0,12594.0,11210.0,298.0,565.0,63.0,115.0,170.0,7.882540768354138,1.0,0
411,77.0,-1.29,0.03753148264365503,95288875.75,22329369.875,662.1277499999999,603.0,15032.0,13483.0,349.0,952.0,132.0,183.0,199.0,3.1874258343742583,1.0,1
412,237.0,0.01,0.014041837854611824,95288875.75,22329369.875,662.1277499999999,832.0,24307.0,22126.75,564.5,1292.875,144.375,244.875,282.5,4.866809839065521,1.0,0
413,254.375,2.225,-0.05334674288233361,53788232.0,10000000.0,662.1277499999999,686.0,23573.0,19544.0,496.0,1060.0,144.375,244.875,282.5,5.3788232,1.0,0
414,91.0,0.08,0.012394383117309374,95288875.75,11650000.0,92.641,739.0,20771.0,18748.0,480.0,1288.0,102.0,123.0,248.0,7.882540768354138,1.0,0
415,254.375,0.14,0.014589883564370137,23474619.0,7500000.0,184.139,598.0,15935.0,14574.0,390.0,981.0,107.0,197.0,219.0,3.1299492,1.0,0
416,92.0,0.01,0.0043540380024049185,39945313.0,14600000.0,243.49099999999999,411.0,11737.0,10440.0,275.0,784.0,66.0,133.0,282.5,2.7359803424657536,1.0,0
417,103.0,-2.535,0.02877508481350393,30603664.0,11900000.0,210.67700000000002,568.0,15773.0,14308.0,349.0,929.0,101.0,124.0,197.0,2.5717364705882355,1.0,1
418,80.0,-2.535,0.029424861508276945,21118970.0,7000000.0,1.138,283.0,7465.0,6778.0,174.0,418.0,34.0,83.0,64.0,3.0169957142857142,1.0,1
419,92.0,0.77,0.006842770621949718,59763933.0,22329369.875,165.00099999999998,446.0,10562.0,9541.0,266.0,668.0,54.0,75.0,75.0,2.1732339272727272,1.0,0
420,145.0,0.11,0.011457396454871965,31021778.0,11672000.0,225.768,435.0,10926.0,9709.0,257.0,598.0,80.0,134.0,117.0,2.6577945510623717,1.0,0
421,65.0,-0.86,-0.001870803276098693,24179971.0,7100000.0,103.833,245.0,6439.0,5925.0,155.0,369.0,26.0,64.0,76.0,3.405629718309859,1.0,1
422,112.0,-0.46,0.003952362020035917,27228480.0,7000000.0,237.331,382.0,9919.0,8847.0,232.0,471.0,45.0,99.0,93.0,3.8897828571428565,1.0,1
423,70.0,-2.535,-0.07978998452796494,11568466.0,3000000.0,9.168,358.0,8862.0,7668.0,199.0,388.0,51.0,57.0,106.0,3.856155333333333,1.0,1
424,108.0,2.225,-0.03087689769993485,87621435.0,22329369.875,273.623,443.0,11662.0,10558.0,282.0,657.0,113.0,131.0,183.0,2.190535875,1.0,0
425,112.0,-0.7,0.050248012316791976,95288875.75,22329369.875,662.1277499999999,850.0,24307.0,22126.75,564.5,1292.875,144.375,244.875,197.0,7.330926470588236,1.0,1
426,254.375,-2.535,-0.034979351486703586,24792293.0,10000000.0,133.839,706.0,18937.0,16662.0,437.0,901.0,37.0,156.0,169.0,2.4792292999999996,1.0,1
427,100.0,-1.01,0.007191348327184309,20191521.0,5500000.0,1.885,388.0,11210.0,9878.0,256.0,498.0,52.0,100.0,84.0,3.671185636363637,1.0,1
428,119.0,-0.25,0.030329681116254243,55631079.0,9000000.0,53.851000000000006,581.0,15332.0,13789.0,369.0,734.0,89.0,120.0,155.0,6.1812309999999995,1.0,1
429,105.0,-0.16,0.048825833316605984,92215295.0,22329369.875,37.755,517.0,15950.0,14048.0,359.0,867.0,73.0,188.0,187.0,2.195602261904762,1.0,1
430,206.0,-2.535,0.017130780284440303,11424209.0,3025000.0,2.5839999999999996,418.0,11971.0,10586.0,287.0,655.0,60.0,140.0,136.0,3.7765980165289257,0.0,1
431,16.0,0.01,0.03093035333965312,10781579.0,10750000.0,103.833,211.0,5205.0,4940.0,123.0,224.0,20.0,39.0,82.0,1.0029375813953492,1.0,0
432,214.0,-2.535,0.03128352766228791,7161923.0,3125000.0,52.244,296.0,8096.0,6550.0,178.0,329.0,22.0,52.0,91.0,2.29181536,1.0,1
433,121.0,-0.06,-0.019500882747040826,25399265.0,7692308.0,33.28,548.0,18109.0,15431.0,363.0,879.0,88.0,186.0,159.0,3.3019043179238268,1.0,1
434,139.0,-1.51,0.036866889518440776,19500000.0,2500000.0,10.68,332.0,9631.0,8555.0,233.0,458.0,40.0,65.0,91.0,7.8,0.0,1
435,254.375,-1.12,0.0012337806712595886,21287580.0,6820000.0,1.17,518.0,13775.0,12542.0,309.0,807.0,107.0,116.0,177.0,3.1213460410557183,1.0,1
436,92.0,0.41,-0.0173493970743838,21799183.0,5350000.0,64.941,649.0,16463.0,14907.0,360.0,815.0,95.0,196.0,189.0,4.074613644859813,1.0,0
437,93.0,-1.94,0.00895365761153808,14316371.0,3437500.0,27.499000000000002,398.0,10639.0,9654.0,242.0,611.0,53.0,81.0,98.0,4.164762472727273,1.0,1
438,85.0,0.26,0.048825833316605984,55071499.0,9000000.0,75.517,422.0,14868.0,12648.0,321.0,785.0,47.0,76.0,110.0,6.119055444444443,1.0,0
439,120.0,-0.55,0.03306440470784555,24507307.0,5200000.0,37.076,373.0,10201.0,9240.0,227.0,623.0,56.0,75.0,210.0,4.712943653846153,1.0,1
440,92.0,-0.55,0.012946018279928658,21747659.0,7000000.0,0.9329999999999999,266.0,7166.0,6539.0,162.0,436.0,57.0,59.0,98.0,3.1068084285714286,1.0,1
441,163.0,-2.535,0.03093035333965312,10177219.0,5000000.0,1.7480000000000002,286.0,9924.0,8553.0,212.0,552.0,58.0,124.0,138.0,2.0354438000000004,1.0,1
442,111.0,-0.49,0.018573387615092914,62012694.0,16909375.0,151.691,381.0,10998.0,9515.0,271.0,484.0,62.0,108.0,110.0,3.6673557715764185,1.0,1
443,113.0,0.66,0.03753148264365503,30624996.0,6250000.0,119.44,593.0,18302.0,16463.0,409.0,959.0,77.0,117.0,164.0,4.89999936,1.0,0
444,175.0,0.89,-0.01068351267057182,36304118.0,9230800.0,13.427,558.0,17240.0,15465.0,399.0,1028.0,74.0,159.0,189.0,3.932933006889977,1.0,0
445,128.0,-2.535,0.03619158726309408,25860270.0,7000000.0,0.08800000000000001,246.0,6803.0,6088.0,154.0,378.0,43.0,46.0,116.0,3.6943242857142855,1.0,1
446,84.0,-0.96,0.02434616229060081,27139440.0,3500000.0,3.97,328.0,8402.0,7601.0,204.0,450.0,62.0,43.0,109.0,7.754125714285713,0.0,1
447,88.0,2.225,0.008901471474528345,27913000.0,22329369.875,662.1277499999999,572.0,14802.0,12751.0,367.0,679.0,88.0,138.0,146.0,1.1165200000000002,1.0,0
448,71.0,-1.76,0.036830796877746964,82912526.0,22329369.875,662.1277499999999,631.0,16831.0,15514.0,401.0,1005.0,99.0,171.0,222.0,2.438603705882353,1.0,1
449,124.0,-0.1,-0.02888526608696547,95288875.75,14684000.0,5.189,490.0,13637.0,12461.0,333.0,733.0,75.0,80.0,171.0,7.882540768354138,1.0,1
450,87.0,-0.64,-0.017606702228987726,95288875.75,22329369.875,662.1277499999999,850.0,24307.0,22126.75,564.5,1292.875,105.0,244.875,282.5,2.45161246,1.0,1
451,105.0,-0.19,0.04109396667393358,66601444.0,6200000.0,118.59700000000001,522.0,15148.0,13971.0,351.0,762.0,81.0,141.0,181.0,7.882540768354138,1.0,1
452,94.0,0.4,-0.06729617762554349,60015700.0,7500000.0,208.61700000000002,493.0,14045.0,12667.0,350.0,714.0,49.0,88.0,114.0,7.882540768354138,1.0,0
453,108.0,0.01,-0.04827221695211025,65054798.0,15400000.0,390.088,508.0,15046.0,13057.0,381.0,741.0,117.0,125.0,148.0,4.2243375324675325,1.0,0
454,197.0,0.01,0.002730527290432577,50000000.0,22329369.875,87.92,625.0,15584.0,12784.0,369.0,510.0,79.0,110.0,83.0,1.7857142857142858,1.0,0
455,94.0,-1.58,0.0066801557600190105,17232876.0,6000000.0,14.562000000000001,518.0,18297.0,16017.0,378.0,883.0,86.0,176.0,119.0,2.872146,0.0,1
456,105.0,0.11,0.03576920961214603,95288875.75,22329369.875,662.1277499999999,850.0,21357.0,19095.0,494.0,1073.0,89.0,183.0,239.0,6.92496922,1.0,0
457,100.0,0.53,0.05325790805779927,31832864.0,13500000.0,356.69699999999995,519.0,12825.0,11522.0,288.0,684.0,48.0,115.0,139.0,2.3579899259259256,1.0,0
458,38.0,0.27,0.02732320018101252,45148986.0,9000000.0,162.974,275.0,8877.0,8084.0,203.0,348.0,52.0,118.0,102.0,5.016554,1.0,0
459,122.0,-2.535,-0.0514494247729166,31706936.0,5250000.0,62.025,503.0,13017.0,11965.0,294.0,667.0,55.0,124.0,150.0,6.039416380952381,1.0,1
460,107.0,0.32,-0.0227295848016888,24573012.0,8823529.0,332.81300000000005,441.0,11826.0,10502.0,288.0,499.0,67.0,96.0,89.0,2.7849414899639364,1.0,0
461,77.0,-2.535,0.00693492115391497,23929223.0,6000000.0,4.735,217.0,4882.0,4403.0,124.0,284.0,15.0,30.0,48.0,3.988203833333333,1.0,1
462,145.0,-0.6,0.00665261116999354,28928301.0,3750000.0,19.937,431.0,10316.0,9096.0,223.0,504.0,39.0,121.0,119.0,7.7142136,1.0,1
463,96.0,0.46,-0.030450897308127382,21256253.0,10000000.0,174.342,391.0,11316.0,10271.0,255.0,547.0,58.0,102.0,194.0,2.1256253,1.0,0
464,134.0,1.83,0.005649853106774685,17566754.0,8700000.0,333.408,466.0,9825.0,8650.0,205.0,412.0,49.0,85.0,77.0,2.019167126436781,0.0,0
465,165.0,-1.71,-0.012548144912838632,16529395.0,3850000.0,7.881,353.0,9198.0,8349.0,206.0,531.0,59.0,110.0,90.0,4.293349350649351,1.0,1
466,90.0,-1.4,0.00665261116999354,25633237.0,7700000.0,3.6630000000000003,298.0,7838.0,7137.0,170.0,399.0,47.0,72.0,82.0,3.328991818181818,1.0,1
467,106.0,-0.73,0.021872903944552987,40306928.0,15000000.0,479.67699999999996,523.0,13529.0,12199.0,337.0,773.0,98.0,182.0,176.0,2.687128533333333,1.0,1
468,157.0,0.83,0.047434548648868174,21849072.0,6000000.0,289.997,334.0,8406.0,7431.0,207.0,442.0,56.0,82.0,132.0,3.641512,1.0,0
469,67.0,0.14,-0.04515484849669108,23887444.0,10300000.0,4.729,369.0,10227.0,9092.0,231.0,362.0,40.0,67.0,83.0,2.3191693203883497,1.0,0
470,214.0,0.78,0.03382320623002174,23187708.0,4300000.0,98.939,362.0,9941.0,9013.0,223.0,492.0,58.0,78.0,153.0,5.3924902325581385,1.0,0
471,238.0,-0.63,0.045414897066108864,19023887.0,8333333.0,46.981,380.0,11176.0,9368.0,259.0,488.0,54.0,82.0,104.0,2.282866531314661,0.0,1
472,177.0,0.36,0.029424861508276945,43034042.0,9000000.0,228.268,694.0,17383.0,15758.0,406.0,1053.0,98.0,147.0,213.0,4.781560222222223,1.0,0
473,61.0,-0.25,0.00684137614730739,9130845.0,2641207.0,59.276,466.0,12278.0,11167.0,291.0,554.0,47.0,76.0,140.0,3.4570728458617594,0.0,1
474,254.375,0.21,0.047521580948463316,16978700.0,4500000.0,175.482,505.0,14582.0,13430.0,340.0,834.0,82.0,115.0,187.0,3.773044444444445,1.0,0
475,99.0,0.01,0.012946018279928658,29832927.0,10000000.0,103.833,355.0,8667.0,7959.0,202.0,527.0,35.0,86.0,133.0,2.9832927000000002,1.0,0
476,86.0,-0.02,-0.00900122191999983,11360834.0,4334000.0,70.245,329.0,8430.0,7456.0,213.0,393.0,34.0,82.0,104.0,2.621327641901246,0.0,1
477,254.375,-0.32,0.02181132592841911,22384097.0,5500000.0,107.771,531.0,14026.0,12920.0,326.0,764.0,73.0,136.0,179.0,4.069835818181819,1.0,1
478,144.0,0.67,0.006072283079279064,17340933.0,6818182.0,30.013,483.0,12658.0,11451.0,2.5,800.0,67.0,161.0,152.0,2.5433367721776863,0.0,0
479,71.0,-0.25,-0.032698903758153694,9234270.0,2000000.0,103.833,177.0,3271.0,3003.0,70.0,168.0,17.0,23.0,41.0,4.617135,0.0,1
480,87.0,-2.535,-0.03023471691106464,18531753.0,4250000.0,34.12,363.0,7911.0,7012.0,196.0,351.0,61.0,76.0,80.0,4.360412470588234,1.0,1
481,106.0,0.09,0.012058316862300132,74957594.0,11200000.0,157.359,493.0,14676.0,13424.0,359.0,814.0,125.0,93.0,182.0,6.692642321428571,1.0,0
482,70.0,-2.535,0.035379568806444515,18012311.0,7000000.0,516.538,292.0,8316.0,7393.0,203.0,488.0,40.0,137.0,78.0,2.5731872857142863,1.0,1
483,112.0,0.07,0.0036730017281200976,30050974.0,7575000.0,76.212,443.0,13349.0,12257.0,318.0,721.0,73.0,114.0,171.0,3.967125280528053,1.0,0
484,84.0,0.38,-0.05411991916838179,44912597.0,10000000.0,260.527,539.0,16189.0,0.0,387.0,742.0,59.0,160.0,170.0,4.4912597000000005,1.0,0
485,16.0,0.92,0.030478263714888376,52500000.0,13333334.0,326.113,581.0,17651.0,15584.0,429.0,888.0,122.0,128.0,185.0,3.9374998031250095,1.0,0
486,77.0,0.3,0.005264090092373582,54346930.0,22000000.0,508.466,463.0,13494.0,11684.0,329.0,592.0,92.0,204.0,90.0,2.4703150000000003,1.0,0
487,126.0,-0.2,0.016412267563570674,20027711.0,6250000.0,662.1277499999999,764.0,18724.0,16859.0,413.0,942.0,74.0,138.0,196.0,3.20443376,1.0,1
488,20.0,-2.535,-0.013320562632980728,12532700.0,8500000.0,482.18,529.0,15083.0,13834.0,354.0,723.0,90.0,184.0,222.0,1.474435294117647,1.0,1
