,I1,I2,I3,P(IPO),P(1Day),C1,C2,C3,C4,C6,C7,T5,S3,Y1,Y2,C3p,C5p,C6p,Pmid,LongSentences,RealWords,LongWords,PositiveWords,NegativeWords,UncertainWords
339,LDIS,LEADIS TECHNOLOGY INC,3674,14.0,13.1000003814697,84.0,1.0,0.62,0.040141203450328365,6000000.0,84.456,416.0,115.0,0,0,1,4.569180333333334,7.6923076923076925,13.0,0.4842105263157895,0.8941524796447077,0.051320009869232665,0.005057981741919566,0.006291635825314582,0.014187021959042685
340,LGBT,PLANETOUT INC,7373,9.0,103.999969482422,168.0,0.0,-2.4,0.02141218913390353,4650000.0,19.099,605.0,128.0,1,1,0,3.4710544086021504,0.0,10.0,0.550531914893617,0.8985321528424977,0.07047996272134203,0.004659832246039142,0.007455731593662628,0.014911463187325256
341,LHCG,"LHC Group, Inc",8082,14.0,17.1000003814697,195.0,0.0,0.77,0.01406594186334308,4800000.0,122.98,631.0,123.0,0,1,1,3.456639583333333,7.6923076923076925,13.0,0.5695238095238095,0.8804563099104808,0.04998811692941456,0.003089598352214212,0.008001267527529114,0.009744117880060207
342,LIMC,LIMCO-PIEDMONT INC,4581,11.0,13.3000001907349,94.0,0.0,0.34,0.030329681116254243,4400000.0,59.021,415.0,128.0,0,1,1,2.901136363636364,4.761904761904762,10.5,0.5924855491329479,0.8695173021820586,0.04573506722503857,0.002975534494159136,0.0057306590257879654,0.014106237601939608
343,LIMS,STARLIMS Technologies Ltd ,7372,13.5,13.529999732971199,20.0,0.0,0.44,0.003843744682191498,2100000.0,19.765,624.0,132.0,1,1,1,4.0928571428571425,0.0,14.5,0.65625,0.8871966697126612,0.06335668595796527,0.006193522184993401,0.008731850949334957,0.013402375875723424
344,LINC,LINCOLN EDUCATIONAL SERVICES CORP,8200,20.0,20.1700000762939,86.0,1.0,0.6,-0.0012538149975891099,4000000.0,261.275,647.0,111.0,0,1,1,6.17774625,0.0,20.0,0.5817757009345794,0.8871333798882681,0.05647695530726257,0.004800977653631285,0.006546787709497207,0.009689245810055865
345,LLNW,"Limelight Networks, Inc. ",7389,15.0,22.1800003051758,78.0,1.0,-0.05,0.002046754742247154,16000000.0,64.343,641.0,165.0,0,1,0,4.9645991875,15.384615384615385,13.0,0.6682464454976303,0.8536264041048398,0.04444598530023575,0.00422964914713632,0.010054084038274859,0.0114408542504507
346,LMAT,LEMAITRE VASCULAR INC ,3841,7.0,6.199999809265139,177.0,1.0,0.0,0.02876703122721888,5500000.0,30.726999999999997,556.0,149.0,1,0,0,2.776738909090909,0.0,9.0,0.554,0.9084421235857267,0.04838990426457789,0.0053089643167972145,0.013141862489120975,0.012967798085291558
347,LNKD,LINKEDIN CORP,7370,45.0,94.25,112.0,1.0,0.16,-0.017276777870284775,7840000.0,243.09900000000002,821.0,156.0,0,1,1,12.053396301020408,3.4482758620689653,43.5,0.6227758007117438,0.9157754010695187,0.057768083309878974,0.008373205741626795,0.0053475935828877,0.010976639459611595
348,LOCK,"LIFELOCK, INC. ",7374,9.0,8.35999965667725,36.0,1.0,-0.5,0.001083693052800594,15700000.0,193.949,997.0,219.0,1,0,0,5.497347961783439,0.0,10.5,0.7363112391930836,0.837162301505465,0.04112188080016498,0.004578263559496804,0.008785316560115488,0.009032790266034233
349,LOGM,"LogMeIn, Inc.",7372,16.0,20.020000457763697,537.0,1.0,-0.25,-0.0072171868490296534,6666667.0,51.723,849.0,169.0,0,1,0,3.2074949896252507,6.666666666666667,15.0,0.6780715396578538,0.8665075576770087,0.04502784407319013,0.0037125430920180325,0.005727923627684964,0.00896313975072925
350,LPI,"Laredo Petroleum, Inc.",1311,17.0,18.1000003814697,113.0,1.0,0.77,0.034906080221913875,17500000.0,242.00400000000002,825.0,257.0,1,1,1,7.142857142857143,0.0,19.0,0.6765188834154351,0.8901812432951273,0.04658122071029304,0.006323753599457964,0.011631189656145898,0.01451075602732765
351,LPR,Lone Pine Resources Inc. ,1311,13.0,12.54,164.0,1.0,0.4,-0.01910244342436604,15000000.0,146.047,600.0,126.0,1,0,1,5.667948733333334,0.0,19.0,0.7317073170731707,0.9270352633870266,0.052242054854157595,0.004527644754026992,0.012015672616456247,0.010970831519373095
352,LQDT,LIQUIDITY SERVICES INC ,7389,10.0,12.289999961853,101.0,1.0,0.22,-0.011441967183758969,7687362.0,89.415,775.0,179.0,0,1,1,3.5551277538380526,0.0,10.0,0.5451388888888888,0.8870064713153494,0.05635134152548535,0.0034174361957391114,0.003853704646258998,0.013015342107176616
353,LTM,"LIFE TIME FITNESS, INC.",7997,18.5,21.0,103.0,1.0,0.85,0.0063111258475112494,9900000.0,256.942,441.0,80.0,0,1,1,3.3544587878787877,2.7777777777777777,18.0,0.6,0.8879107380489303,0.04514279864878698,0.002968574060804586,0.004606408025386427,0.008189169822909202
354,LULU,lululemon athletica inc.,5600,18.0,14.99,90.0,1.0,0.01,-0.039757110614729606,18200000.0,84.12899999999999,838.0,165.0,0,0,1,3.7097103296703295,12.5,16.0,0.662379421221865,0.8536395862671782,0.040693439518282915,0.004661778274170835,0.007381148934103822,0.008012431408731122
355,LUNA,LUNA INNOVATIONS INC,8731,6.0,6.0,112.0,0.0,-0.2,-0.02246402239096419,3500000.0,16.454,493.0,98.0,1,0,0,2.781236,0.0,7.0,0.7370030581039755,0.9192871043736557,0.050496773532725595,0.006555362081327461,0.005428659223599304,0.010037898187032674
356,LVS,LAS VEGAS SANDS CORP,7011,29.0,46.560001373290994,103.0,1.0,54.6,0.04356371060724448,23809524.0,691.7539999999999,634.0,164.0,0,1,1,14.72474892820201,16.0,25.0,0.6978723404255319,0.886643050635549,0.04403695214280753,0.004445370563311801,0.007779398485795652,0.01139126206848649
357,LZEN,Lizhan Environmental Corp ,2200,4.0,25.934766149358612,149.72878787878787,0.8590909090909091,21.612,0.007282201411438542,2500000.0,21.612,483.0,170.0,1,1,1,5.4575,0.0,5.5,0.6327077747989276,0.8955267517785791,0.04707143553259916,0.005262644966377546,0.006237208849040055,0.016567586005262647
358,MA,Mastercard Inc,7389,39.0,4.59999990463257,252.0,1.0,0.267,-0.06045497970471485,61520912.0,2937.6279999999997,788.0,123.0,1,0,1,1.2193877262417696,0.0,41.5,0.5247524752475248,0.9141891891891892,0.06655405405405405,0.006587837837837838,0.00920608108108108,0.010388513513513513
359,MACK,MERRIMACK PHARMACEUTICALS INC,2834,7.0,6.03999996185303,265.0,1.0,-0.86,0.047521580948463316,14300000.0,34.215,1101.0,273.0,1,0,0,6.461276503496504,0.0,9.0,0.6799276672694394,0.9177637511271416,0.06618575293056808,0.008295761947700632,0.007694619777577397,0.016411181244364293
360,MAKO,MAKO Surgical Corp.,3842,10.0,9.18000030517578,148.0,1.0,-1.12,-0.0008063218195906665,5100000.0,0.7709999999999999,592.0,105.0,1,0,0,3.6153498039215686,0.0,10.5,0.6675257731958762,0.8939078482846021,0.05358920974020096,0.004707160315017652,0.009052231375033946,0.009504842943785643
361,MANU,Manchester United plc ,7941,14.0,14.0,38.0,1.0,0.12,0.02732320018101252,16666667.0,514.96,806.0,154.0,1,0,1,9.821141803577165,0.0,18.0,0.7844311377245509,0.8913948431189811,0.05007766387076732,0.007455731593662628,0.006150978564771668,0.009568188878533706
362,MAPP,"MAP Pharmaceuticals, Inc.",2834,12.0,13.3500003814697,109.0,1.0,-1.34,0.04162781832796953,5000000.0,500.4599622950817,465.0,104.0,1,1,0,3.8544818,0.0,15.0,0.5836177474402731,0.9003457643862682,0.0574215855766856,0.005680414917263522,0.0071622622869844405,0.012842677204247963
363,MASI,MASIMO CORP,3845,17.0,20.8999996185303,113.0,1.0,3.45,-0.04986259667304091,11916626.0,224.338,690.0,130.0,0,1,1,4.432193139232531,0.0,17.0,0.6141868512110726,0.8932165103703197,0.0472311588746663,0.004107057293449244,0.012526524745020194,0.008898624135806695
364,MATH,SAJAN INC,3674,6.0,0.0,85.0,0.0,-0.95,0.007191348327184309,4000000.0,130.0,284.0,63.0,1,0,0,3.926238,0.0,7.0,0.5617021276595745,0.8961931617906239,0.050052872752908,0.004758547761720127,0.01163200563976031,0.011103278110680296
365,MBLX,"YIELD10 BIOSCIENCE, INC.",8731,14.0,93.12002563476558,119.0,1.0,-2.56,0.012849097356874246,6800000.0,2.781,595.0,111.0,0,1,0,2.852122058823529,7.6923076923076925,13.0,0.6253776435045317,0.9114972014925373,0.06937966417910447,0.008861940298507462,0.010727611940298507,0.012943097014925372
366,MBRX, METABASIS THERAPEUTICS INC,2834,7.0,6.66,134.0,1.0,-23.84,0.040141203450328365,5000000.0,9.124,336.0,71.0,1,0,0,3.573143,0.0,12.0,0.583710407239819,0.8866228828206014,0.05807120636017975,0.008814379536812997,0.005876253024541998,0.012270998963014172
367,MCP,"Molycorp, Inc.",3390,14.0,12.85,104.0,1.0,-0.35,0.04110381750255497,28125000.0,7.093,618.0,140.0,1,0,0,2.888888888888889,0.0,16.0,0.6781914893617021,0.9342567303940694,0.06028092079594226,0.0055598907530238,0.010632071790870074,0.013655872024970737
368,MDAS,MEDASSETS INC,7374,16.0,20.5,111.0,1.0,0.21,0.048222318623155534,13300000.0,144.235,1074.0,214.0,0,1,1,3.222682330827068,6.666666666666667,15.0,0.526829268292683,0.8880845442536328,0.05675033025099075,0.0043857331571994715,0.009564068692206077,0.01130779392338177
369,MDMD,MediaMind Technologies Inc.,7389,11.5,11.0,154.0,1.0,0.55,0.03898095449756205,5000000.0,65.075,604.0,176.0,1,0,1,3.5803184,0.0,15.0,0.7070063694267515,0.9032846715328468,0.04592457420924574,0.00836374695863747,0.007147201946472019,0.01338199513381995
370,MDSO,"Medidata Solutions, Inc. ",7389,14.0,8.5,150.0,1.0,0.115,-0.02992321665797946,6300000.0,140.4,980.0,180.0,0,0,1,3.5482057142857144,16.666666666666668,12.0,0.6270627062706271,0.899258150988093,0.06109344803939904,0.0046755189826070695,0.01009912100243127,0.011221245558256966
371,MEDE,"MEDecision, Inc.",7371,10.0,10.0,124.0,1.0,0.58,-0.014063666503357755,4700000.0,38.596,1347.0,189.0,1,0,1,3.1790912765957446,0.0,12.5,0.65875,0.9029404111371324,0.05841790268019776,0.004206782895307485,0.01249024199843872,0.00819672131147541
372,MEDH,MMODAL INC.,7374,8.0,9.05,109.0,1.0,0.17,0.00944825402994243,4500000.0,417.32599999999996,677.0,89.0,1,1,1,11.321659333333333,0.0,11.0,0.6931818181818182,0.8909891723251973,0.06212149018168471,0.006056157093044595,0.01202055423013397,0.008166636080014682
373,MELA,"STRATA Skin Sciences, Inc. ",3841,5.0,77.09998,147.0,0.0,-2.58,-0.013351642245815757,4000000.0,500.4599622950817,318.0,78.0,1,1,0,2.628291,0.0,6.0,0.5079365079365079,0.9258143475804933,0.05987572961777443,0.004518922990020712,0.008849557522123894,0.014686499717567313
374,MEMS,MEMSIC Inc,3674,10.0,10.25,77.0,1.0,0.02,0.03373003095682972,6000000.0,13.118,869.0,169.0,1,1,1,3.7692856666666668,0.0,12.0,0.6345454545454545,0.8482127731661867,0.049071093794115984,0.004856287763284206,0.005985657010559603,0.009543170139477102
375,MEND,MICRUS ENDOVASCULAR CORP,3841,11.0,11.0100002288818,104.0,0.0,-0.83,0.012479814606479392,3250000.0,24.011999999999997,447.0,95.0,1,1,0,4.212621846153846,0.0,13.0,0.6372881355932203,0.9091451055204484,0.053296768808870874,0.005484678669369262,0.015023250268272326,0.01132705377369739
376,MFLX,MULTI FINELINE ELECTRONIX INC,3672,10.0,10.039999961853,71.0,0.0,0.39,0.030198862266011026,5566508.0,129.415,446.0,91.0,1,1,1,4.178173282064806,0.0,13.0,0.5130023640661938,0.9129436325678497,0.0465553235908142,0.005741127348643006,0.009603340292275574,0.009498956158663883
377,MG,"Mistras Group, Inc. ",8711,12.5,12.5799999237061,485.0,1.0,0.28,0.0012337806712595886,8700000.0,152.268,832.0,219.0,1,1,1,3.0412388505747128,0.0,15.0,0.6188870151770658,0.8942923127680633,0.05489937314417684,0.005872649290663148,0.010095677994061365,0.014450676344440779
378,MHGC,Morgans Hotel Group Co.,7011,20.0,19.8899993896484,110.0,1.0,-0.42,-0.011466887047280744,18000000.0,278.593,576.0,128.0,0,0,0,1.8611111111111112,0.0,20.0,0.5878003696857671,0.8844711177794449,0.04321080270067517,0.006826706676669167,0.0086271567891973,0.009602400600150038
379,MIPI,"Molecular Insight Pharmaceuticals, Inc.",2834,14.0,14.09,451.0,0.0,-1.11,-0.009227861539718062,5000000.0,0.325,727.0,145.0,1,1,0,4.9279244,0.0,15.0,0.6646706586826348,0.9059297476853488,0.05138172308997102,0.0071383136617428795,0.005654109831083469,0.010248074068838786
380,MJN,Mead Johnson Nutrition Co ,2000,24.0,26.4300003051758,54.0,1.0,1.97,0.011375196425691042,30000000.0,2882.4,510.0,99.0,0,1,1,4.255180966666667,6.666666666666667,22.5,0.6666666666666666,0.8986335885260199,0.04942339373970346,0.008237232289950576,0.010756856284523695,0.009593952902413024
381,MKTG,RESPONSYS INC,7372,12.0,15.3999996185303,119.0,1.0,0.19,0.0016242938701320053,6619654.0,94.071,663.0,110.0,0,1,1,6.662985406790144,29.72972972972973,9.25,0.6569506726457399,0.9205331533659524,0.05593048759912266,0.004471064619537709,0.007508014172431247,0.00927956807828581
382,MLNX,"Mellanox Technologies, Ltd.",3674,17.0,20.0,133.0,1.0,0.25,0.016234824406075828,6000000.0,48.538999999999994,554.0,237.0,0,1,1,4.816657833333333,13.333333333333334,15.0,0.56957928802589,0.8845199702307119,0.06871743984123047,0.0038451997023071197,0.010915405606549243,0.029397171917638302
383,MM,Millennial Media Inc.,7311,13.0,25.0,84.0,1.0,0.0,0.047521580948463316,10200000.0,103.678,818.0,145.0,0,1,0,7.342160588235294,30.0,10.0,0.7053571428571429,0.9191428393446708,0.05095620756244939,0.004360555659378309,0.006727714445897963,0.009032579580140783
384,MNKD,MANNKIND CORP,2834,14.0,14.0799999237061,89.0,1.0,-3.63,-0.045963193905305004,6250000.0,500.4599622950817,364.0,78.0,0,1,0,5.18263376,0.0,14.0,0.6699029126213593,0.9036762106751502,0.06433368681512902,0.00335807705903146,0.010781194768469424,0.013785790031813362
385,MNTA,MOMENTA PHARMACEUTICALS INC,2836,6.5,7.80999994277954,103.0,1.0,-2.56,-0.005204730567745611,5350000.0,7.832000000000001,329.0,63.0,1,1,0,4.5912491588785045,0.0,8.0,0.6210526315789474,0.9128678592036931,0.06328140026928256,0.01250240430852087,0.0051933064050779,0.012117714945181766
386,MOH,MOLINA HEALTHCARE INC,6324,17.5,13.3333330154419,184.0,1.0,1.02,-0.002084846074433473,6600000.0,644.161,260.0,72.0,0,0,1,3.84830696969697,2.9411764705882355,17.0,0.5418326693227091,0.8791283622744297,0.044262853251617294,0.005107252298263534,0.004766768811712632,0.012257405515832482
387,MOTR,MOTRICITY INC,3663,10.0,84.02591,147.0,1.0,-6.85,0.011934978076666231,6000000.0,113.695,1186.0,185.0,1,1,0,6.62352,0.0,10.5,0.7962962962962963,0.8659649486674271,0.0614953852535518,0.004822150782951363,0.015347920771544125,0.009592450482215078
388,MOTV,MOTIVE INC,7372,10.0,10.1499996185303,199.0,1.0,0.02,0.030198862266011026,5000000.0,97.969,780.0,165.0,1,1,1,5.0310896,0.0,12.0,0.6825053995680346,0.8900389105058366,0.060700389105058365,0.003035019455252918,0.010428015564202335,0.012840466926070038
389,MPO,"Midstates Petroleum Company, Inc. ",1311,13.0,149.99997,158.0,1.0,2.5,-0.02226088431474113,24000000.0,209.433,601.0,142.0,1,1,1,2.7347647083333335,0.0,17.0,0.6934306569343066,0.9118621603711067,0.049784625579854205,0.0044731610337972166,0.011100066269052352,0.011762756792577865
390,MPWR,MONOLITHIC POWER SYSTEMS INC,3674,8.5,9.84000015258789,129.0,1.0,-0.2,0.050472907721580786,5500000.0,24.204,523.0,122.0,0,1,0,4.851639636363636,6.25,8.0,0.6164079822616408,0.9071692003238284,0.047045066114959073,0.003867949986507151,0.01709094180084555,0.010974183682648197
391,MRC,MRC GLOBAL INC.,5084,21.0,21.0400009155273,1331.0,1.0,0.34,-0.012649890726914682,22727273.0,4832.432,923.0,269.0,1,1,1,4.465348658415816,0.0,22.0,0.6434359805510534,0.8585626111517941,0.04827910869337797,0.005387592844439795,0.017208913066220317,0.014070509467517523
392,MRIN,MARIN SOFTWARE INC,7372,14.0,16.2600002288818,37.0,1.0,-0.86,0.016999659979245296,7500000.0,59.558,878.0,193.0,0,1,0,4.1215096,16.666666666666668,12.0,0.621342512908778,0.9181866595659699,0.058447610171748106,0.005125815470643057,0.007256024497403808,0.012847823192650779
393,MRT,MORTONS RESTAURANT GROUP INC,5812,17.0,17.9,69.0,0.0,0.07,-0.014457302664450278,9465000.0,300.69,690.0,158.0,0,1,1,1.7008452192287375,13.333333333333334,15.0,0.6413255360623782,0.8887383900928792,0.0445046439628483,0.00380546955624355,0.00980392156862745,0.01019091847265222
394,MTDR,Matador Resources Co,1311,12.0,11.75,174.0,1.0,-0.19,0.04916280160245258,13333334.0,79.244,1055.0,294.0,1,0,0,4.103989294800535,0.0,15.0,0.7044410413476263,0.9030369194124652,0.05235212385867408,0.0055577610162763,0.01002381897578404,0.014589122667725288
395,MTSI,"MACOM Technology Solutions Holdings, Inc.",3674,19.0,20.5499992370605,227.0,1.0,-0.02,0.030940585942283706,6000000.0,310.295,839.0,191.0,0,1,0,7.543280666666667,5.555555555555555,18.0,0.711340206185567,0.8412775223808372,0.05075006048874909,0.006169852407452214,0.009073312363900314,0.011553351076699733
396,MUSA,METALS USA HOLDINGS,5051,21.0,19.2,690.0,1.0,0.14,0.019538152328012624,11426315.0,1098.7,641.0,126.0,0,0,1,3.240313434383701,10.526315789473685,19.0,0.6817288801571709,0.87164558656227,0.04289633942314127,0.004349862812019005,0.010975038479555645,0.008432041758682996
397,MXL,MAXLINEAR INC,3674,14.0,18.7000007629395,138.0,1.0,0.14,0.05336382324753392,6444100.0,51.35,630.0,136.0,0,1,1,4.71921944103909,16.666666666666668,12.0,0.670487106017192,0.9425102839369921,0.06320858834152704,0.006120196648941507,0.008929467241898264,0.013645028594361393
398,MYOG,MYOGEN INC ,2834,14.0,14.8999996185303,63.0,1.0,-42.59,0.013148883711569307,5000000.0,2.343,478.0,82.0,1,1,0,5.131894,0.0,15.0,0.5625,0.8829873281207873,0.06443785386896737,0.005122674575357239,0.007144782960366676,0.011054192504718252
399,N,NETSUITE INC ,7372,26.0,35.5,171.0,1.0,-0.6,-0.019461930180780088,6200000.0,67.202,521.0,88.0,0,1,0,9.598500967741936,79.3103448275862,14.5,0.5460992907801419,0.8987184391736802,0.049827850038255544,0.0031560826319816373,0.0065990818668706965,0.008416220351951033
400,NAUH,"National American University Holdings, Inc.",,13.837666174298375,25.934766149358612,149.72878787878787,0.8590909090909091,1.7889040247678043,0.007282201411438542,12415194.22928994,500.4599622950817,384.0,139.0,1,1,1,3.975593005885456,0.0,14.49811755952381,0.6620689655172414,0.8442157558552165,0.0454222853087296,0.00532292405961675,0.008043529690087533,0.016441920984149514
401,NBY,"NovaBay Pharmaceuticals, Inc.",2834,4.0,25.934766149358612,149.72878787878787,0.8590909090909091,1.5330000000000001,0.007282201411438542,5000000.0,1.5330000000000001,534.0,132.0,1,1,1,4.2275564,0.0,5.0,0.6204188481675392,0.9252937041871674,0.053619841349533084,0.007330053218194598,0.008836228537001707,0.013254342805502561
402,NCIT,"NCI, Inc.",7373,10.5,12.17,84.0,0.0,0.68,-0.03994798366381734,5150000.0,171.253,435.0,143.0,1,1,1,2.316300194174757,0.0,11.0,0.6891025641025641,0.9046425587778971,0.05191550304332259,0.0048931853443131635,0.004177109440267335,0.017066475713092253
403,NCMI,"National CineMedia, Inc. ",7319,21.0,25.6700000762939,118.0,1.0,-0.28,0.016234824406075828,38000000.0,219.3,625.0,84.0,0,1,0,2.4697618684210525,10.526315789473685,19.0,0.6240963855421687,0.9191653659738767,0.051343136449519426,0.003614556806046168,0.007475560667050029,0.006900517538815411
404,NETL,NETLOGIC MICROSYSTEMS INC,3674,12.0,5.755000114440921,84.0,1.0,-5.505,-0.02445763809442177,5775000.0,13.535,570.0,114.0,1,0,0,3.2689042424242425,0.0,13.0,0.5311827956989247,0.9030280852620987,0.052145274906229985,0.004482663983167139,0.01235019668831763,0.010429054981245998
405,NEXT,NEXTEST SYSTEMS CORP,3825,14.0,17.1,110.0,1.0,-0.28,-0.009283825646421207,5400000.0,648.447,492.0,128.0,1,1,0,3.1272088888888887,0.0,15.0,0.6131386861313869,0.8950346841913107,0.044906900328587074,0.006024096385542169,0.00547645125958379,0.011683096020445418
406,NGSX,NeurogesX Inc ,2834,11.0,10.25,84.0,1.0,-2.47,0.02890979604279873,4000000.0,500.4599622950817,420.0,97.0,1,0,0,3.1219745,0.0,14.0,0.5807692307692308,0.9227215455690886,0.05879882402351953,0.00629987400251995,0.007839843203135938,0.013579728405431892
407,NGVC,"Natural Grocers by Vitamin Cottage, Inc.",5411,15.0,17.8600006103516,37.0,0.0,0.16,-0.03730202283411388,7142857.0,264.54400000000004,472.0,89.0,0,1,1,3.052424401048488,7.142857142857143,14.0,0.7021857923497268,0.8770179043146463,0.04617943449760297,0.004696213677722336,0.0021524312689560707,0.008707562860776832
408,NHWK,NightHawk Radiology Holdings Inc,8090,16.0,20.6499996185303,127.0,1.0,-2.11,-0.014457302664450278,6300000.0,64.062,871.0,183.0,0,1,0,4.731677936507936,23.076923076923077,13.0,0.6098807495741057,0.9165557878730279,0.055185959576759806,0.003167965532535006,0.007286320724830514,0.011594753849078121
409,NILE,BLUE NILE INC,5944,20.5,28.399999618530302,70.0,1.0,6.98,-0.03023471691106464,3740000.0,128.894,241.0,73.0,0,1,1,4.6366949197860965,10.81081081081081,18.5,0.6192893401015228,0.8982586577969086,0.047153198982586575,0.005087067110154568,0.007434944237918215,0.01428291919389552
410,NIV,"NIVS IntelliMedia Technology Group, Inc.",3651,3.5,25.934766149358612,149.72878787878787,0.8590909090909091,101.04799999999999,0.007282201411438542,550000.0,101.04799999999999,565.0,170.0,1,1,1,72.08401272727272,0.0,3.625,0.6607538802660754,0.8901063998729554,0.044862632999841195,0.0050023820867079564,0.00913133238049865,0.013498491345084962
411,NLC,Nalco Holding CO,2890,15.0,16.2000007629395,77.0,1.0,-1.29,0.03753148264365503,44444444.0,2766.6,952.0,199.0,1,1,0,3.1874258343742583,0.0,18.0,0.5787728026533997,0.896953166577967,0.0633315593400745,0.008781266631186802,0.012174028738690792,0.013238424693986162
412,NLSN,Nielsen Holdings plc ,7374,23.0,25.0,237.0,1.0,1.7889040247678043,0.014041837854611824,71428572.0,5126.0,1530.0,310.0,0,1,1,4.866809839065521,9.523809523809524,21.0,0.7415865384615384,0.861970727538193,0.05448523912966063,0.006588084469926285,0.015918236530038102,0.011039492895552153
413,NOR,Noranda Aluminum Holding CORP,3334,8.0,61.600030000000004,736.0,1.0,2.33,-0.05334674288233361,10000000.0,769.9,1060.0,286.0,1,1,1,5.3788232,0.0,8.5,0.7230320699708455,0.8290841216646163,0.044966699189750985,0.006702583464132694,0.014253595214864464,0.012132524498366775
414,NOW,"ServiceNow, Inc. ",7372,18.0,24.600000381469698,91.0,1.0,0.08,0.012394383117309374,11650000.0,92.641,1288.0,248.0,0,1,1,10.325302145922747,12.5,16.0,0.6495263870094723,0.9026045929420827,0.06200953252130374,0.004910692792836166,0.005921717779596553,0.011939723653170286
415,NPTN,NEOPHOTONICS CORP,3674,11.0,13.25,293.0,1.0,0.14,0.014589883564370137,7500000.0,184.139,981.0,219.0,0,1,1,3.1299492,10.0,10.0,0.6521739130434783,0.9145905240037653,0.0615625980545968,0.00671477878882962,0.012362723564480703,0.013743332287417634
416,NPTT,NPTEST HOLDING CORP,3825,12.0,11.4899997711182,92.0,1.0,1.7889040247678043,0.0043540380024049185,14600000.0,243.49099999999999,784.0,289.0,0,0,1,2.7359803424657536,71.42857142857143,7.0,0.6690997566909975,0.8894947601601773,0.06679730765953822,0.005623242736644799,0.011331686120814519,0.024622987134702224
417,NSE,New Skies Satellites Holdings Ltd. ,4899,16.5,16.58,103.0,1.0,-322.55,0.02877508481350393,11900000.0,210.67700000000002,929.0,197.0,1,1,0,2.5717364705882355,0.0,19.0,0.6144366197183099,0.9071197616179547,0.05889811703544031,0.006403347492550561,0.00786153553540861,0.012489697584479808
418,NSPH,NANOSPHERE INC,2835,14.0,319.99993896484403,80.0,1.0,-22.4,0.029424861508276945,7000000.0,1.138,418.0,64.0,1,1,0,3.0169957142857142,0.0,15.0,0.6148409893992933,0.9079705291359679,0.055994641661085066,0.004554588077695914,0.011118553248492967,0.008573342263898191
419,NSR,NEUSTAR INC ,7375,22.0,26.0,92.0,1.0,0.77,0.006842770621949718,27500000.0,165.00099999999998,668.0,75.0,0,1,1,2.1732339272727272,15.789473684210526,19.0,0.5964125560538116,0.9033327021397463,0.06324559742473017,0.005112668055292559,0.007100927854572997,0.007100927854572997
420,NSTC,NESS TECHNOLOGIES INC,7371,12.0,12.6000003814697,145.0,1.0,0.11,0.011457396454871965,11672000.0,225.768,598.0,117.0,1,1,1,2.6577945510623713,0.0,13.0,0.5908045977011495,0.8886143144792239,0.054731832326560495,0.007321984257733846,0.012264323631704191,0.01070840197693575
421,NSTR,"Northstar Neuroscience, Inc.",3845,15.0,16.6000003814697,65.0,1.0,-0.86,-0.001870803276098693,7100000.0,500.4599622950817,369.0,76.0,0,1,0,3.405629718309859,15.384615384615385,13.0,0.6326530612244898,0.9201739400528033,0.05730703525392142,0.004037894082932133,0.009939431588756018,0.011803075011647771
422,NTGR,"NETGEAR, INC ",3577,14.0,17.6900005340576,112.0,1.0,-0.46,0.003952362020035917,7000000.0,237.331,471.0,93.0,0,1,0,3.889782857142857,27.272727272727273,11.0,0.6073298429319371,0.8919245891722956,0.04748462546627684,0.004536747656013711,0.009980844843230164,0.00937594515576167
423,NURO,"NeuroMetrix, Inc.",3841,8.0,1159.20056152344,70.0,1.0,-786.2389999999999,-0.08287206810309786,3000000.0,9.168,388.0,106.0,1,1,0,3.856155333333333,0.0,11.0,0.5558659217877095,0.8652674339878131,0.04378244188670729,0.005754908598510494,0.006431956668923494,0.011961182577296321
424,NVT,NAVTEQ CORP,7372,22.0,25.2999992370605,108.0,1.0,2.81,-0.03087689769993485,40000000.0,273.623,657.0,183.0,0,1,1,2.190535875,2.3255813953488373,21.5,0.636568848758465,0.905333561996227,0.0563368204424627,0.009689590121762992,0.011233064654433201,0.015691991082147146
425,NXPI,NXP Semiconductors N.V. ,3674,14.0,14.0,112.0,1.0,-0.7,0.050248012316791976,34000000.0,2843.0,1437.0,197.0,1,0,0,7.330926470588235,0.0,19.5,0.7127991675338189,0.8744006393180608,0.0478489611081513,0.00616009589770911,0.0226092168353756,0.00655966968566862
426,NXST,NEXSTAR BROADCASTING GROUP INC,4833,14.0,13.25,578.0,1.0,-9.66,-0.034979351486703586,10000000.0,133.839,901.0,169.0,1,0,0,2.4792293,0.0,15.0,0.6189801699716714,0.8798648149126049,0.047578813962084805,0.001953846966256535,0.00823784126313566,0.008924328035063631
427,NXTM,"NxStage Medical, Inc.",3845,10.0,11.7600002288818,100.0,1.0,-1.01,0.007191348327184309,5500000.0,1.885,498.0,84.0,1,1,0,3.6711856363636364,0.0,11.5,0.6597938144329897,0.8811775200713649,0.044424620874219445,0.0046387154326494205,0.008920606601248885,0.007493309545049063
428,NZ,NETEZZA CORP ,3571,12.0,17.39,119.0,1.0,-0.25,0.030329681116254243,9000000.0,53.851000000000006,734.0,155.0,0,1,0,6.181231,20.0,10.0,0.6351118760757315,0.8993608139838247,0.047873728150273936,0.005804852595877903,0.007826767545003914,0.010109574745630056
