,I1,I2,I3,pIPO,pH,pL,p1day,Pmid,Y1,Y2,C6p,C1,C3,C4,C5,C6,C7,T1,T2,T3,T4,T5,S1,S2,S3,C5p,LongSentences,RealWords,LongWords,PositiveWords,NegativeWords,UncertainWords,C2,C3p
391,MRC,MRC GLOBAL INC.,5084,21.0,23.0,21.0,21.0400009155273,22.0,1,1,0.0,0.9999999999999998,0.5768518518518521,0.38879918280172177,1.0,1.0,1.0,0.6754874651810585,0.7853834064025147,0.7418170314212434,0.7019572953736655,0.8450644354759405,0.8458080335269202,1.0,0.9733285267845753,0.5791971185642876,0.44387928789648856,0.42366326833625884,0.4201053488139169,0.43523220197477536,0.4263966354578833,0.40741190493220036,1.0,0
392,MRIN,MARIN SOFTWARE INC,7372,14.0,13.0,11.0,16.2600002288818,12.0,0,1,16.666666666666664,0.1104859335038363,0.3546296296296297,0.5604957121386064,0.5449838183414483,0.5606931338553922,0.2236887296951927,0.6253481894150418,0.6159731987757466,0.6233631238207147,0.6379003558718861,0.8242297323710611,0.7324912437592731,0.6291068516515188,0.8068904044269799,0.5772224136232269,0.4285143383014058,0.4284307623906985,0.43368020650315386,0.43169632944411324,0.3771604952748033,0.3975532697680823,1.0,1
393,MRT,MORTONS RESTAURANT GROUP INC,5812,17.0,16.0,14.0,17.9,15.0,0,1,13.333333333333336,0.24143222506393866,0.5268518518518519,0.3783327052543085,0.3679238216850562,0.6347780359673243,0.5028634453721976,0.5306406685236769,0.6359086773099513,0.6227304055046493,0.5809608540925266,0.7307904492446368,0.6424373194112505,0.766154536476292,0.7173701157986271,0.48251660742435953,0.4424115747372529,0.4261094249945109,0.41445482225507213,0.411211196585706,0.4034947242294561,0.37057390378992355,0.0,0
394,MTDR,Matador Resources Co,1311,12.0,16.0,14.0,11.75,15.0,1,0,0.0,0.6710997442455242,0.4787037037037037,0.7467481057753191,0.7461964881193375,0.7598002881047978,0.2580621690152614,0.7256267409470752,0.8281495574489206,0.8224434225541483,0.8140569395017793,0.9034118820852867,0.881646236301456,0.8996324368322755,1.0,0.5767627773516432,0.4863053886499401,0.4272444219217822,0.4258046004569975,0.43745591468619366,0.4054046626552008,0.40701584592306234,1.0,1
395,MTSI,"MACOM Technology Solutions Holdings, Inc.",3674,19.0,19.0,17.0,20.5499992370605,18.0,0,1,5.5555555555555545,0.8879795396419436,0.5101851851851853,0.6412257247893163,0.6734823966038861,0.49675837028559466,0.5108337908822437,0.4916434540389972,0.6784266688725288,0.6285604528455376,0.6094306049822064,0.805737324728255,0.8417318265075902,0.760328181680581,0.8020441719763131,0.6441440570544963,0.4911034276766562,0.422229621392202,0.4236084425357111,0.4450190695013993,0.3968019093576938,0.3855809657244984,1.0,1
396,MUSA,METALS USA HOLDINGS,5051,21.0,20.0,18.0,19.2,19.0,0,0,10.526315789473683,0.9999999999999998,0.5398148148148149,0.5751957772542992,0.6030911048893377,0.700958935628122,0.9613221677977442,0.5250696378830083,0.6127057655720076,0.5886540047679845,0.6129893238434163,0.7044032535276441,0.6737939449932333,0.8002223148577026,0.6243905410544627,0.551436803801815,0.4705101672959599,0.42473247938986874,0.41192526990255307,0.4202682803343327,0.41318671179261346,0.3451467345711267,1.0,0
397,MXL,MAXLINEAR INC,3674,14.0,13.0,11.0,18.7000007629395,12.0,0,1,16.666666666666664,0.5237851662404092,0.5398148148148149,0.7710756527010045,0.5399528825334324,0.5165126596381215,0.20768306770280448,0.3022284122562674,0.4068988336504261,0.4245539900798807,0.41192170818505336,0.6983425731913001,0.6530568375096127,0.5539288146863778,0.6548663241716686,0.5919057749480219,0.4626920512891468,0.43030180371409177,0.4393691157869234,0.4444290437749467,0.39541531586262013,0.4041162438821769,1.0,0
398,MYOG,MYOGEN INC ,2834,14.0,16.0,14.0,14.8999996185303,15.0,1,1,0.0,0.21687979539641944,0.0,0.5381963887200074,0.4895901102294161,0.4491068215687809,0.043687909982145376,0.2395543175487465,0.30147241293738114,0.2960217835877388,0.29982206405693945,0.6084453773508288,0.5179495256219504,0.383077268238146,0.46725109603364157,0.601072893862303,0.3875921861281825,0.42564861909085966,0.44077986304933303,0.43165301570358955,0.3757777404006094,0.38042123445993137,1.0,1
399,N,NETSUITE INC ,7372,26.0,16.0,13.0,35.5,14.5,0,1,79.3103448275862,0.6588235294117646,0.40277777777777785,0.349351585651738,0.7804405987550751,0.5057502018809655,0.2376270490380942,0.4052924791086351,0.4271238315824304,0.4246895725761804,0.4065836298932384,0.6351687029670675,0.4836092451325182,0.46679635033365985,0.4916456036721334,0.6720375869934272,0.3761862776231484,0.42690321517013574,0.42231796054485005,0.3989106858418417,0.36859747528809084,0.34487096393117955,1.0,1
400,NAUH,"National American University Holdings, Inc.",-,,,,,,0,0,0.0,0.5717802061536076,0.8451674119940379,0.5042232267103278,0.7059017389971708,0.7320615657045416,0.6487786945964816,0.2200557103064067,0.3443212838117297,0.3225507586970522,0.3371886120996441,0.5454867475117483,0.5625149276704634,0.46200856889464004,0.6637362495501218,0.5733371847147354,0.4568376373709546,0.422475043310931,0.41586421491480435,0.43437202038955003,0.3862894984322025,0.423696173453867,,0
401,NBY,"NovaBay Pharmaceuticals, Inc.",2834,4.0,6.0,4.0,,5.0,1,0,0.0,0.5717802061536076,0.7977777777777778,0.5042232267103278,0.4362994768885847,0.4491068215687809,0.035032543236648485,0.3481894150417827,0.406567954338655,0.4164642344673302,0.4172597864768683,0.6430292525618686,0.713462244896336,0.5499001880224301,0.6428494074227507,0.579966152606235,0.4278719736702996,0.42898168570569084,0.42750314324647937,0.4578049990761727,0.39450338442820726,0.40096700337112523,,0
402,NCIT,"NCI, Inc.",7373,10.5,12.0,10.0,12.17,11.0,1,1,0.0,0.3028132992327365,0.6398148148148148,0.23071962668190024,0.29978196689553543,0.4565717121876813,0.37946284913228767,0.25069637883008355,0.34121929026387626,0.34257177398397864,0.3781138790035587,0.580493129339459,0.5375016247050971,0.2582706415589525,0.6753816335059705,0.5157278968276074,0.4756382116566489,0.4273709381203845,0.425211671593121,0.42842786098305374,0.32330036037947346,0.427506660596545,0.0,0
403,NCMI,"National CineMedia, Inc. ",7319,21.0,20.0,18.0,25.6700000762939,19.0,0,1,10.526315789473683,0.4419437340153453,0.4620370370370371,0.5560666530028366,0.9918733334447281,1.0,0.42942769574284767,0.3941504178272981,0.498138803871288,0.505677517032551,0.4564056939501779,0.6955702614403058,0.5563670389493205,0.5618994230690743,0.4755216690118391,0.5775036394141765,0.430429524947904,0.4285068402088758,0.4244280848175378,0.4077842510233908,0.37981725655535853,0.3111583025007878,1.0,1
404,NETL,NETLOGIC MICROSYSTEMS INC,3674,12.0,14.0,12.0,5.755000114440921,13.0,1,0,0.0,0.3028132992327365,0.0,0.32042211825934064,0.4070593934765959,0.4864439244797214,0.10641005872293559,0.4637883008356546,0.4467697907188353,0.44611160699153735,0.4350533807829181,0.664311687655512,0.5864623527078223,0.7151190247549185,0.585730246809306,0.5523735610916427,0.3658125690333909,0.4272437253174002,0.4255242155191345,0.4223364152422447,0.42328319327365854,0.3734220109626011,1.0,1
405,NEXT,NEXTEST SYSTEMS CORP,3825,14.0,16.0,14.0,17.1,15.0,1,1,0.0,0.4092071611253197,0.4620370370370371,0.4082916094347748,0.37943558947799355,0.46874909459889913,0.7385101718164688,0.3885793871866296,0.4478037885681198,0.4431739862383766,0.4439501779359431,0.6172730253520423,0.6788792544572386,0.42175419157379,0.6306035352846115,0.5476508503690144,0.42280896932255857,0.42661107706568074,0.4150755894131813,0.44327589855764576,0.3511484802097106,0.38686727029579465,1.0,1
406,NGSX,NeurogesX Inc ,2834,11.0,15.0,13.0,10.25,14.0,1,0,0.0,0.3028132992327365,0.05648148148148153,0.6294656957416744,0.30978796615321325,0.39575875973934627,0.6487786945964816,0.1782729805013928,0.2900984365952519,0.29787474437050177,0.2642348754448398,0.5704201875954119,0.5625149276704634,0.40011115742885134,0.5261208215879524,0.5474724380214888,0.400297561963936,0.42878270579491773,0.43411279874841163,0.44654576229237747,0.38403072256514453,0.40359836468266586,1.0,1
407,NGVC,"Natural Grocers by Vitamin Cottage, Inc.",5411,15.0,15.0,13.0,17.8600006103516,14.0,0,1,7.142857142857142,0.1104859335038363,0.5435185185185186,0.2460420272040452,0.44454079273022523,0.5461498530915114,0.4716634554419209,0.3259052924791086,0.4174042517991563,0.4051204989435864,0.4528469750889679,0.604622646038022,0.5805681091144451,0.0943071042154464,0.4955946277833521,0.5450737946126749,0.4847369708832885,0.4251676639005779,0.4170093887415348,0.4255594901794618,0.0,0.3497811618506866,0.0,0
408,NHWK,NightHawk Radiology Holdings Inc,8090,16.0,14.0,12.0,20.6499996185303,13.0,0,1,23.07692307692308,0.478772378516624,0.12314814814814826,0.3783327052543085,0.5338397824044987,0.5101866921329448,0.23200283336400257,0.6337047353760445,0.6474480933079659,0.6537787971572869,0.6325622775800711,0.8209412563762621,0.5922979427336094,0.6499668610870828,0.7823591055138981,0.5921931173201233,0.4205432303359443,0.42830383952927703,0.4295559617506511,0.3991534800544112,0.3775327290741996,0.38599376918670614,1.0,1
409,NILE,BLUE NILE INC,5944,20.5,19.5,17.5,28.399999618530302,18.5,0,1,10.810810810810812,0.24552429667519185,1.0,0.28696783787737384,0.3859130300666933,0.38066558969840825,0.32918168817807986,0.09052924791086353,0.2060550914054099,0.2074864135040166,0.21263345195729536,0.432475512688813,0.4309600552458903,0.282921312646339,0.42806058852269235,0.5899845985380721,0.4270864548562057,0.42686680702992785,0.41845945039404164,0.4311604535244327,0.37933270147984766,0.40900853327902664,1.0,0
410,NIV,"NIVS IntelliMedia Technology Group, Inc.",3651,3.5,4.0,3.25,,3.625,1,0,0.0,0.5717802061536076,1.0,0.5042232267103278,0.6263573689885945,0.03356781988347887,0.2914397603656337,0.4442896935933147,0.5155513276532385,0.5066265945066492,0.5258007117437722,0.6613967473645478,0.6635064104165087,0.6499668610870828,0.7492686492653552,0.9469680555721139,0.4559230585042701,0.4262186713062775,0.4150075024997026,0.42997756143164434,0.3973544026977773,0.40294942092294495,,0
411,NLC,Nalco Holding CO,2890,15.0,19.0,17.0,16.2000007629395,18.0,1,1,0.0,0.2741687979539642,0.2750000000000001,0.6793927142340592,1.0,1.0,1.0,0.6559888579387186,0.6163867979154604,0.6093529325364095,0.6165480427046263,0.858223277188328,0.9564911512617147,0.8513795494951116,0.8212575342861899,0.5791971185642876,0.3989091417364451,0.42676334599310645,0.43951126419300457,0.4716346124601358,0.4220556136424973,0.40083603774528626,1.0,1
412,NLSN,Nielsen Holdings plc ,7374,23.0,22.0,20.0,25.0,21.0,0,1,9.523809523809524,0.9289002557544755,0.8451674119940379,0.5433673651282785,1.0,1.0,1.0,0.9749303621169916,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5791971185642876,0.4682546050854325,0.42781551282020075,0.42693021533103664,0.4422500266750803,0.40583648002586103,0.38626587494983444,1.0,0
413,NOR,Noranda Aluminum Holding CORP,3334,8.0,9.0,8.0,61.600030000000004,8.5,1,1,0.0,0.9999999999999998,0.9453703703703704,0.15312922816156527,0.7393531997750841,0.653495710410978,0.8047116859130922,0.7715877437325905,0.969641823145008,0.8832747692272928,0.8781138790035586,0.9055481155765225,1.0,1.0,1.0,0.6062408548490071,0.49923455949544,0.4212034469084134,0.4151674765648624,0.44448142531541085,0.4084716888339659,0.3897712191523731,1.0,0
414,NOW,"ServiceNow, Inc. ",7372,18.0,17.0,15.0,24.600000381469698,16.0,0,1,12.5,0.3314578005115089,0.5287037037037038,0.5338271780462641,1.0,0.7081139361852073,0.2790436314726639,0.8454038997214485,0.8537513441972041,0.8473002135424317,0.8496441281138789,0.9981143462008609,0.8417318265075902,0.676780791788159,0.9303209532324809,0.653480562429966,0.4481148741685191,0.42721032476858456,0.4379708675061893,0.428678215205814,0.35858328953363877,0.3893502643130919,1.0,0
415,NPTN,NEOPHOTONICS CORP,3674,11.0,11.0,9.0,13.25,10.0,0,1,10.0,0.9999999999999998,0.5398148148148149,0.5465410235494811,0.46460424040112325,0.5606931338553922,0.3934863110297767,0.649025069637883,0.6537348002316156,0.6586597670240771,0.6895017793594306,0.8711833830540372,0.8619201104917806,0.8871887886109814,0.8674310619141381,0.5477441371587884,0.4499561018437226,0.42815064226097654,0.4374439263802282,0.45125038777830445,0.42336980872356483,0.4048896620404782,1.0,0
416,NPTT,NPTEST HOLDING CORP,3825,12.0,3.0,11.0,11.4899997711182,7.0,0,0,71.42857142857143,0.33554987212276216,0.8451674119940379,0.4872666293019941,0.6289574205987891,0.7964845091800656,0.45250092732475505,0.3885793871866296,0.4801058813797668,0.4718270871230524,0.4848754448398576,0.7789124894465518,0.6788792544572386,0.7088733241284529,1.0,0.5334356804829862,0.46172721621604296,0.4261698443838394,0.44342604455241774,0.43829676064039297,0.4159247458414206,0.4616855177879904,1.0,0
417,NSE,New Skies Satellites Holdings Ltd. ,4899,16.5,20.0,18.0,16.58,19.0,1,1,0.0,0.3805626598465473,0.0,0.6286856012720534,0.5418949699778791,0.7160260693138236,0.4208974527241652,0.6072423398328691,0.6470344941682522,0.6466381190188346,0.6165480427046263,0.8478037114944963,0.8376357835795532,0.6800581997786358,0.816496580927726,0.5268563768447815,0.42371162002745183,0.4275657625078631,0.4342347086627066,0.4477423492776142,0.3842744571491772,0.3944195096369681,1.0,1
418,NSPH,NANOSPHERE INC,2835,14.0,16.0,14.0,319.99993896484403,15.0,1,1,0.0,0.2864450127877238,0.0,0.6324483700385071,0.4360641633562146,0.5402229352017436,0.02991677910081292,0.2103064066852368,0.3034163288940359,0.3063260533065181,0.30516014234875444,0.5690636572861252,0.49066960757776296,0.5292973096694771,0.3849001794597505,0.5438313502364883,0.4239928397918949,0.42763257048050907,0.43059704467345233,0.4234356999868142,0.41429939181947484,0.34756206693096225,1.0,1
419,NSR,NEUSTAR INC ,7375,22.0,20.0,18.0,26.0,19.0,0,1,15.789473684210524,0.33554987212276216,0.6564814814814816,0.5016785425703647,0.7822089067898164,1.0,0.3724688005346223,0.4373259052924791,0.4315079824633965,0.43119753239856734,0.4688612099644128,0.7190629267382721,0.6150869046386482,0.49455062673232364,0.43707337873812385,0.5292942935807733,0.4111767461820415,0.4272677421711903,0.43941192065081375,0.43151487816949835,0.3752255484833103,0.3167547427594699,1.0,0
420,NSTC,NESS TECHNOLOGIES INC,7371,12.0,14.0,12.0,12.6000003814697,13.0,1,1,0.0,0.5524296675191815,0.5342592592592593,0.528401215286497,0.5460885206344108,0.7088137479815343,0.43571652123335836,0.4220055710306406,0.4465629911489785,0.4387901521913521,0.4528469750889679,0.6804046146015296,0.7464447117185723,0.712003022896444,0.5956306141057887,0.530354552538877,0.40727667948290996,0.4260995096537136,0.4289657489191107,0.4577220203426562,0.42268703625414455,0.3766302318645325,1.0,0
421,NSTR,"Northstar Neuroscience, Inc.",3845,15.0,14.0,12.0,16.6000003814697,13.0,0,1,15.384615384615385,0.22506393861892585,0.3546296296296297,0.451219417194662,0.4728149661058925,0.5443785574808269,0.6487786945964816,0.1573816155988858,0.2609810571594011,0.2677754301919622,0.2713523131672598,0.5347548119624665,0.4309600552458903,0.4423395278754401,0.44151078568834795,0.5567468432203148,0.4363802834566663,0.4285851691379357,0.4322602733662587,0.41519936960681025,0.4046770300633508,0.3880380174039557,1.0,1
422,NTGR,"NETGEAR, INC ",3577,14.0,12.0,10.0,17.6900005340576,11.0,0,1,27.27272727272727,0.4173913043478261,0.42870370370370375,0.4849405781326449,0.5067738306869317,0.5402229352017436,0.44673866088582537,0.3481894150417827,0.4049135577797999,0.39983278158789703,0.4083629893238434,0.6039831718812677,0.5625149276704634,0.5927109592941324,0.5110856845951085,0.5709894088131682,0.4187691968246233,0.42636365163011947,0.4189473074504319,0.4231643570283985,0.4050349337375593,0.35989756725077887,1.0,1
423,NURO,"NeuroMetrix, Inc.",3841,8.0,12.0,10.0,1159.20056152344,11.0,1,1,0.0,0.24552429667519185,0.0,0.0,0.29314778428971633,0.33399559075119295,0.08746242120571011,0.3147632311977716,0.3611961287120523,0.34654886054210404,0.34964412811387896,0.5483131226370518,0.598076596088944,0.4056301927270781,0.5584718777222607,0.5700560401021232,0.38297850216547896,0.4242129056028251,0.4133285046852554,0.43996345885064087,0.36625153763958,0.38955433978246756,1.0,1
424,NVT,NAVTEQ CORP,7372,22.0,22.5,20.5,25.2999992370605,21.5,0,1,2.3255813953488373,0.4010230179028133,1.0,0.2832490559724281,0.9569929089325239,1.0,0.47969101789447116,0.4331476323119777,0.4770038878319133,0.477159998644175,0.4973309608540925,0.7131268460523174,0.8855387330926834,0.702572102887255,0.7823591055138981,0.5701068190662397,0.4391035263200661,0.4274253280643614,0.43103379647467044,0.4793572583827588,0.41517661047254567,0.4188819433002809,1.0,0
425,NXPI,NXP Semiconductors N.V. ,3674,14.0,21.0,18.0,14.0,19.5,1,0,0.0,0.4173913043478261,0.3842592592592593,0.7530324139288509,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.816496580927726,0.5791971185642876,0.4582623973557816,0.42781551282020075,0.42693021533103664,0.4422500266750803,0.40583648002586103,0.339201597374523,1.0,1
426,NXST,NEXSTAR BROADCASTING GROUP INC,4833,14.0,16.0,14.0,13.25,15.0,1,0,0.0,0.9999999999999998,0.0,0.2594923021540032,0.47982885364789585,0.653495710410978,0.3354403230710386,0.7994428969359332,0.7778972619736951,0.7530251844486876,0.7731316725978647,0.8349435382159093,0.5112660259289009,0.7776763038528356,0.7466624895455423,0.522961811042583,0.4268714418243726,0.4253973780287319,0.41908543524113634,0.36934182778755154,0.3883844461769235,0.3532228391255003,1.0,1
427,NXTM,"NxStage Medical, Inc.",3845,10.0,12.0,11.0,11.7600002288818,11.5,1,1,0.0,0.3682864450127877,0.32685185185185195,0.5036971088139524,0.4243012037296569,0.4735323725092155,0.039030421906278284,0.3565459610027856,0.4583092067168501,0.4464279661495701,0.451067615658363,0.6210178910022128,0.6037999475092805,0.5964504977113543,0.4755216690118391,0.5647803775027552,0.4552553786555398,0.4255030901982784,0.41433077347866726,0.4247036524844008,0.3953291045444837,0.3264640796695653,1.0,1
428,NZ,NETEZZA CORP ,3571,12.0,11.0,9.0,17.39,10.0,0,1,20.0,0.4460358056265985,0.4675925925925927,0.6376880577459294,0.7528296873171173,0.6180491099066171,0.21268766641734893,0.6253481894150418,0.6287947721068741,0.6231823471589818,0.6521352313167259,0.7536982532172374,0.7868218121394891,0.6668519290480854,0.7091713309265872,0.6216654790533039,0.4380902715338968,0.42695405612762455,0.41951646202802845,0.4405875027610782,0.38388343027846844,0.3695754477885731,1.0,1
429,OAS,Oasis Petroleum Inc,1311,14.0,15.0,13.0,14.880000114440902,14.0,0,1,0.0,0.3887468030690537,0.4842592592592593,0.7447967681058266,0.9828347879570045,1.0,0.17803493512733753,0.5362116991643454,0.6543551989411862,0.6348876360061916,0.6343416370106761,0.8190561993389629,0.713462244896336,0.8643388872787436,0.7922627795692778,0.5756071242749542,0.4793158680372175,0.42546886571084724,0.42847599664153163,0.4237723585101342,0.4192930401496242,0.38726974845166207,1.0,1
430,OCLS,"Sonoma Pharmaceuticals, Inc. ",3841,8.0,10.0,8.0,54.6,9.0,1,1,0.0,0.8020460358056265,0.0,0.5612550120534917,0.2904504647076233,0.3356781988347889,0.04594950968156546,0.3983286908077994,0.4897841012490695,0.4784254352763058,0.5062277580071174,0.7120422418564795,0.6477688408646907,0.7304996881109419,0.6548663241716686,0.5678169081257839,0.4738997945818333,0.4257543168332316,0.42894452826221985,0.4301143081150952,0.4186237553444986,0.38363141103387394,0.0,1
431,OCNF,OCEANFREIGHT INC.,4412,19.0,21.0,19.0,1158.59973144531,20.0,1,1,0.0,0.024552429667519183,0.8451674119940379,0.6411664691744449,0.2781169017256908,0.678867144202339,0.6487786945964816,0.11002785515320336,0.20994292331871955,0.22325917724021827,0.2144128113879004,0.41700868325371154,0.3800710437277609,0.290674016902576,0.46725109603364157,0.4213403640106065,0.40180610746102224,0.43080081818987453,0.4121472992542799,0.4118589352056286,0.38002193663702205,0.4192911735217149,1.0,0
432,ODMO,Odimo INC,5944,9.0,10.0,9.0,8.75,9.5,1,0,0.0,0.834782608695652,0.0,0.6432116538063557,0.1945529697024556,0.3423259372292534,0.2094857273837884,0.22841225626740946,0.32951443460997604,0.2960217835877388,0.31227758007117434,0.5050225950059314,0.3977581198744449,0.3772284168617854,0.5033997477580665,0.5145957542940949,0.4146114419951119,0.4194890385809667,0.40823568691102524,0.38938241679409225,0.36612259766384675,0.3823839923131276,1.0,1
433,OESX,"ORION ENERGY SYSTEMS, INC.",3646,13.0,14.0,12.0,21.409999847412102,13.0,0,1,0.0,0.4542199488491048,0.5027777777777779,0.34912601662028736,0.4866817086377299,0.5683700249258187,0.16712918775349905,0.5793871866295265,0.7436512532053934,0.6973911668003661,0.641459074733096,0.8246984442271813,0.7824383696084936,0.8591786089962632,0.7200822998230956,0.5534450020089822,0.4570739475657351,0.42313155826142096,0.4204813035872222,0.42794355197848544,0.4075003432118619,0.35095276711914136,1.0,1
434,OLED,"CAMBRIDGE DISPLAY TECHNOLOGY, INC.",8731,12.0,15.0,13.0,8.090000152587889,14.0,1,0,0.0,0.5278772378516623,0.2342592592592593,0.6755441455271907,0.4153137912071435,0.29835730928979226,0.09445388640351678,0.2785515320334262,0.3930019025560427,0.38663608528139015,0.4101423487544484,0.5956075331074553,0.5310642472787518,0.44733787328351576,0.5033997477580665,0.647970669953567,0.4844736981287749,0.42607258274486925,0.4190501978547913,0.4171098084441318,0.370640697615871,0.36091634890302643,0.0,1
435,OMER,OMEROS CORP,2834,10.0,12.0,10.0,8.72999954223633,11.0,1,0,0.0,0.9999999999999998,0.3064814814814815,0.4691976420277849,0.4381687444636232,0.5326611214360717,0.030363322877789197,0.5376044568245125,0.564397386053437,0.5668252228637283,0.545373665480427,0.7902409294005563,0.8619201104917806,0.6533787840633843,0.7672639422747622,0.5474509976558685,0.41125501269487225,0.42783011212947825,0.4338489380183808,0.462196848544954,0.3903092660483906,0.39756649529199717,1.0,1
436,OMPI,"Obagi Medical Products, Inc. ",2834,11.0,15.0,13.0,10.1000003814697,14.0,1,0,0.0,0.33554987212276216,0.5898148148148149,0.36158497853084665,0.4444935618533074,0.4663390575791699,0.23359090389406928,0.7200557103064067,0.6755728348085036,0.6737094241133469,0.6361209964412811,0.794143377476607,0.8126260732930618,0.8846790557508802,0.7971684783319044,0.575987987777628,0.3821673378778184,0.42743724549127526,0.4218614177509759,0.44015894316465454,0.4201492812660871,0.38484707089677644,1.0,0
437,OMRI,"Omrix Biopharmaceuticals, Inc.",2836,10.0,17.0,15.0,10.0299997329712,16.0,1,1,0.0,0.3396419437340153,0.15462962962962973,0.5139024030101591,0.3404719035694935,0.36231482021373035,0.1518858580023018,0.3704735376044568,0.4346926958391927,0.4363044730925237,0.4261565836298932,0.6877483391419165,0.6094695549697964,0.5208280062725538,0.5298129428260175,0.5783493593208036,0.4192632168745395,0.4275890397369596,0.4324147432664656,0.42968577751639797,0.381440171807431,0.3575371831035468,1.0,1
438,ONE,"Higher One Holdings, Inc.",7389,12.0,17.0,15.0,14.270000457763699,16.0,1,1,0.0,0.3069053708439898,0.5620370370370371,0.7447967681058266,0.7487631995440369,0.6180491099066171,0.25191469129625726,0.403899721448468,0.6096037720241543,0.571615804399652,0.5667259786476868,0.7794084541510227,0.5746134069945205,0.49902628924144427,0.5722633835193014,0.6205369032779019,0.5254054233987575,0.42301298708517904,0.426405807448201,0.39901434380719647,0.3444104707813666,0.32424703197720284,1.0,0
439,OPTM,OPTIUM CORP,3674,17.5,15.5,13.5,19.6000003814697,14.5,0,1,20.689655172413797,0.4501278772378517,0.4120370370370371,0.6535244713909556,0.47657730203375964,0.4590330330525792,0.17642357576372797,0.3356545961002786,0.4165770535197287,0.4175940886031613,0.3994661921708185,0.6944582379291147,0.6261704431731805,0.49455062673232364,0.8469645375546981,0.5917607658125243,0.4196379873224949,0.4274615152357539,0.43686235603755785,0.4365727486993654,0.37833612394559846,0.44631423253691693,1.0,1
440,OPTR,OPTIMER PHARMACEUTICALS INC,2834,7.0,9.0,8.0,8.5,8.5,1,1,0.0,0.33554987212276216,0.4120370370370371,0.5370216225024576,0.4438606650710579,0.5402229352017436,0.02688070177403097,0.1866295264623956,0.2910497146165936,0.2955246477679732,0.2838078291814946,0.5811584511960401,0.6316392845022935,0.41644889621334047,0.5298129428260175,0.5469538598824769,0.41994639804075606,0.42798765196135724,0.4365886278567662,0.4640070323961039,0.38833638132687687,0.4043582773079856,1.0,1
441,OPTT,"Ocean Power Technologies, Inc. ",3629,20.0,22.0,20.0,178.399963378906,21.0,1,1,0.0,0.6260869565217391,0.0,0.6411664691744449,0.2659965352721973,0.4491068215687809,0.037525090435060623,0.21448467966573811,0.4051203573496567,0.3865456969505237,0.37277580071174377,0.6537570795050673,0.6370611803817912,0.6800581997786358,0.6607928370444693,0.5019207946432548,0.511910337248353,0.42393320684081215,0.4301198201709586,0.4410787435935867,0.4242787915866424,0.40615103146559567,1.0,1
442,OPXT,OPNEXT INC,3674,15.0,15.0,13.0,17.3999996185303,14.0,0,1,7.142857142857142,0.4132992327365729,0.4231481481481482,0.5696089555693218,0.7977402734335826,0.8593460232830192,0.3571231225949748,0.3467966573816156,0.4495409049549177,0.43002248409730304,0.4777580071174377,0.612244240754591,0.6583023582222144,0.6255625594951592,0.5722633835193014,0.5646685046890433,0.4910657919296524,0.42420390603962305,0.4136819272147456,0.43847735174571856,0.4036356271643426,0.36823166921389383,1.0,1
443,ORA,"ORMAT TECHNOLOGIES, INC.",4911,15.0,17.0,15.0,15.6700000762939,16.0,1,1,0.0,0.4214833759590793,0.6361111111111112,0.6793927142340592,0.5421097084741824,0.5079732904061953,0.31687234737974157,0.6420612813370473,0.7516337166018695,0.7440315455274724,0.7233096085409252,0.8613694322482712,0.7324912437592731,0.6567729824048019,0.7334928056269078,0.5960085838889876,0.4760629646134964,0.42696658526623704,0.42586753309580044,0.41798820326433694,0.3656900714039137,0.353785277597593,1.0,0
444,ORBC,ORBCOMM Inc.,4899,11.0,14.0,12.0,7.75,13.0,1,0,0.0,0.6751918158567773,0.6787037037037038,0.4001862115963313,0.5965352022936293,0.6264082584874581,0.10598232562564955,0.5933147632311978,0.707709487964265,0.6989277684250963,0.7055160142348754,0.8917877996831985,0.7182667587431506,0.7862068292965041,0.7971684783319044,0.5721760225320919,0.4936860290577474,0.4267703713125345,0.43512656833435376,0.41935649699808114,0.3982170914300005,0.3794384022197587,1.0,0
445,OREX,"Orexigen Therapeutics, Inc. ",2834,12.0,13.0,11.0,13.0,12.0,0,1,0.0,0.4828644501278772,0.0,0.6716335616992775,0.4918227643434537,0.5402229352017436,0.003431689916228239,0.15877437325905291,0.2760360658449831,0.2751420791575808,0.2695729537366548,0.5412195105438944,0.5501504523367793,0.34002909988931795,0.5923488777590924,0.565453926356986,0.43176470588235294,0.4266003221488744,0.43004385495438596,0.44678836305486536,0.3708109506179194,0.4274160678496518,1.0,1
446,OSIR,"OSIRIS THERAPEUTICS, INC. ",2836,11.0,13.0,11.0,11.0,12.0,1,0,0.0,0.3028132992327365,0.3361111111111112,0.6030383112533741,0.5058142934990273,0.3661816834248157,0.057247100471634324,0.27298050139275765,0.342170568285218,0.3435208514580768,0.3585409252669039,0.5903942377803588,0.6583023582222144,0.31981095027107054,0.5688468551722653,0.6472951340203523,0.4289376646180861,0.4273727488103784,0.42742196312754505,0.45830874589782405,0.3445302420462918,0.39862094102529394,0.0,1
